Timestamp,Time,LVDT1_Voltage,LVDT1_Displacement,LVDT2_Voltage,LVDT2_Displacement
2025-04-26 23:58:30.643087,0.000000,0.245420,5.064699,0.251956,5.589080
2025-04-26 23:58:30.690730,0.050000,0.246804,5.092177,0.241514,5.360820
2025-04-26 23:58:30.738741,0.100000,0.250094,5.157532,0.255938,5.676130
2025-04-26 23:58:30.787023,0.150000,0.246191,5.080003,0.244157,5.418581
2025-04-26 23:58:30.826663,0.200000,0.245197,5.060262,0.247960,5.501717
2025-04-26 23:58:30.891329,0.250000,0.257147,5.297594,0.256226,5.682413
2025-04-26 23:58:30.939154,0.300000,0.242063,4.998020,0.246994,5.480601
2025-04-26 23:58:30.987030,0.350000,0.256606,5.286846,0.242177,5.375303
2025-04-26 23:58:31.035050,0.400000,0.251689,5.189208,0.241877,5.368743
2025-04-26 23:58:31.082911,0.450000,0.241408,4.985018,0.256705,5.692889
2025-04-26 23:58:31.142714,0.500000,0.246746,5.091027,0.245685,5.451982
2025-04-26 23:58:31.191021,0.550000,0.236942,4.896323,0.246298,5.465393
2025-04-26 23:58:31.238480,0.600000,0.237199,4.901434,0.252565,5.602380
2025-04-26 23:58:31.286826,0.650000,0.237790,4.913163,0.237046,5.263138
2025-04-26 23:58:31.309893,0.700000,0.243208,5.020774,0.247985,5.502268
2025-04-26 23:58:31.468306,0.750000,0.239029,4.937784,0.236782,5.257363
2025-04-26 23:58:31.499904,0.800000,0.229820,4.754877,0.234236,5.201715
2025-04-26 23:58:31.553100,0.850000,0.236454,4.886626,0.229081,5.089024
2025-04-26 23:58:31.575324,0.900000,0.230388,4.766173,0.236964,5.261361
2025-04-26 23:58:31.604773,0.950000,0.227316,4.705152,0.223363,4.964028
2025-04-26 23:58:31.641601,1.000000,0.220288,4.565578,0.230550,5.121140
2025-04-26 23:58:31.689140,1.050000,0.214949,4.459539,0.222820,4.952162
2025-04-26 23:58:31.737067,1.100000,0.211389,4.388844,0.217496,4.835782
2025-04-26 23:58:31.785081,1.150000,0.205109,4.264116,0.214104,4.761636
2025-04-26 23:58:31.825869,1.200000,0.204016,4.242417,0.216335,4.810411
2025-04-26 23:58:31.891166,1.250000,0.211316,4.387399,0.211111,4.696206
