Timestamp,Expected_Time,Accel1_X,Accel1_Y,Accel1_Z,Accel1_Magnitude,Accel2_X,Accel2_Y,Accel2_Z,Accel2_Magnitude,Accel3_X,Accel3_Y,Accel3_Z,Accel3_Magnitude,Accel4_X,Accel4_Y,Accel4_Z,Accel4_Magnitude
2025-04-22 18:42:58.409276,5.000000,-0.012416,-0.013871,-0.151998,0.153134,-0.012992,-0.015173,-0.087464,0.089716,-0.012858,-0.017244,-0.116873,0.118836,-0.012764,-0.017298,-0.152714,0.154220
2025-04-22 18:42:58.425437,5.016161,0.014050,-0.069885,-0.444749,0.450425,0.013652,-0.071562,-0.382171,0.389053,0.013705,-0.073462,-0.410689,0.417432,0.013700,-0.073308,-0.445443,0.451642
2025-04-22 18:42:58.425796,5.016520,0.014091,-0.107202,-0.386463,0.401304,0.013693,-0.109128,-0.323496,0.341682,0.013746,-0.110915,-0.352191,0.369499,0.013741,-0.110622,-0.387162,0.402890
2025-04-22 18:42:58.441272,5.031996,-0.066715,-0.063889,-0.680839,0.687077,-0.067654,-0.065525,-0.619840,0.626955,-0.067354,-0.067444,-0.647638,0.654614,-0.067060,-0.067312,-0.681516,0.688107
2025-04-22 18:42:58.456942,5.047666,-0.207415,0.069996,-0.663787,0.698952,-0.209294,0.069255,-0.602674,0.641729,-0.208566,0.066929,-0.630524,0.667488,-0.207749,0.066564,-0.664465,0.699360
2025-04-22 18:42:58.472646,5.063370,-0.127405,0.081815,-0.374856,0.404280,-0.128749,0.081152,-0.311812,0.346971,-0.128265,0.078790,-0.340542,0.372328,-0.127745,0.078381,-0.375555,0.404356
2025-04-22 18:42:58.488469,5.079193,0.129356,-0.044196,0.003499,0.136742,0.129728,-0.045701,0.069073,0.153912,0.129430,-0.047680,0.039190,0.143393,0.128997,-0.047621,0.002772,0.137534
2025-04-22 18:42:58.504603,5.095327,0.207046,-0.045267,0.261599,0.336676,0.207937,-0.046779,0.328897,0.391918,0.207403,-0.048754,0.298228,0.366515,0.206681,-0.048691,0.260852,0.336351
2025-04-22 18:42:58.520664,5.111388,0.060160,-0.067261,0.354664,0.365964,0.060070,-0.068920,0.422585,0.432361,0.059983,-0.070829,0.391633,0.402481,0.059807,-0.070684,0.353911,0.365822
2025-04-22 18:42:58.536376,5.127100,-0.012113,0.185301,0.194377,0.268823,-0.012687,0.185331,0.261226,0.320543,-0.012553,0.182653,0.230762,0.294569,-0.012461,0.181860,0.193636,0.265938
2025-04-22 18:42:58.536750,5.127474,-0.011854,0.221670,0.242175,0.328522,-0.012426,0.221943,0.309343,0.380928,-0.012293,0.219154,0.278734,0.354785,-0.012202,0.218226,0.241430,0.325668
2025-04-22 18:42:58.552240,5.142964,0.013923,-0.083908,-0.124035,0.150397,0.013523,-0.085678,-0.059314,0.105080,0.013577,-0.087536,-0.088808,0.125434,0.013573,-0.087330,-0.124753,0.152885
2025-04-22 18:42:58.567944,5.158668,-0.076870,0.005544,-0.451365,0.457898,-0.077876,0.004372,-0.388832,0.396578,-0.077545,0.002241,-0.417329,0.424479,-0.077213,0.002116,-0.452059,0.458610
2025-04-22 18:42:58.584013,5.174737,-0.212304,-0.174160,-0.561353,0.624917,-0.214216,-0.176534,-0.499555,0.571496,-0.213472,-0.178116,-0.527717,0.596474,-0.212637,-0.177575,-0.562038,0.626605
2025-04-22 18:42:58.599401,5.190125,-0.111750,0.186043,-0.388536,0.445040,-0.112990,0.186077,-0.325583,0.391658,-0.112553,0.183397,-0.354272,0.414501,-0.112091,0.182601,-0.389235,0.444310
2025-04-22 18:42:58.615550,5.206274,0.148128,-0.078008,-0.089231,0.189709,0.148626,-0.079738,-0.024278,0.170403,0.148271,-0.081614,-0.053878,0.177617,0.147768,-0.081429,-0.089952,0.191200
2025-04-22 18:42:58.631453,5.222177,0.200779,0.101320,0.270643,0.351889,0.201629,0.100788,0.338002,0.406273,0.201114,0.098366,0.307305,0.380209,0.200415,0.097885,0.269896,0.350131
2025-04-22 18:42:58.631853,5.222577,0.198362,0.135707,0.210605,0.319559,0.199195,0.135405,0.277562,0.367497,0.198687,0.132879,0.247049,0.343754,0.197998,0.132270,0.209862,0.317396
2025-04-22 18:42:58.647411,5.238135,0.050054,-0.270214,0.491350,0.562980,0.049896,-0.273229,0.560185,0.625260,0.049840,-0.274520,0.528816,0.597906,0.049702,-0.273621,0.490587,0.563928
2025-04-22 18:42:58.663358,5.254082,-0.010899,0.252304,0.487423,0.548960,-0.011465,0.252781,0.556231,0.611084,-0.011335,0.249899,0.524875,0.581439,-0.011248,0.248858,0.486660,0.546713
