Timestamp,Expected_Time,LVDT1_Voltage,LVDT1_Displacement,LVDT2_Voltage,LVDT2_Displacement
2025-04-22 10:26:10.136525,4.800000,0.255000,5.064300,0.174563,3.466811
2025-04-22 10:26:10.339643,10.800000,0.251437,4.993549,0.150188,2.982724
2025-04-22 10:26:10.547660,16.400000,0.245812,4.881836,0.128812,2.558216
2025-04-22 10:26:10.736384,21.600000,0.238500,4.736610,0.100500,1.995930
2025-04-22 10:26:10.939178,29.600000,0.229125,4.550422,0.079500,1.578870
2025-04-22 10:26:11.141214,37.000000,0.202125,4.014202,0.043875,0.871357
2025-04-22 10:26:11.339599,44.200000,0.174937,3.474259,0.001875,0.037237
2025-04-22 10:26:11.537390,50.400000,0.163875,3.254557,-0.018750,-0.372375
2025-04-22 10:26:11.736290,57.600000,0.132000,2.621520,-0.054562,-1.083611
2025-04-22 10:26:11.947006,64.800000,0.109875,2.182117,-0.069562,-1.381511
2025-04-22 10:26:12.135806,71.600000,0.083812,1.664516,-0.115687,-2.297554
2025-04-22 10:26:12.334644,79.800000,0.042375,0.841568,-0.146813,-2.915696
2025-04-22 10:26:12.534754,87.600000,0.012563,0.249491,-0.165375,-3.284347
2025-04-22 10:26:12.735291,95.800000,-0.015750,-0.312795,-0.189375,-3.760987
2025-04-22 10:26:12.943846,103.200000,-0.050250,-0.997965,-0.210187,-4.174324
2025-04-22 10:26:13.136319,111.200000,-0.075563,-1.500671,-0.225375,-4.475947
2025-04-22 10:26:13.336226,119.000000,-0.114187,-2.267764,-0.241125,-4.788742
2025-04-22 10:26:13.536699,127.000000,-0.130125,-2.584282,-0.239625,-4.758953
2025-04-22 10:26:13.735495,134.800000,-0.162000,-3.217320,-0.251063,-4.986101
2025-04-22 10:26:13.951721,142.800000,-0.170813,-3.392336,-0.251625,-4.997272
2025-04-22 10:26:14.143573,150.800000,-0.199500,-3.962070,-0.248438,-4.933969
2025-04-22 10:26:14.335260,157.800000,-0.222000,-4.408920,-0.236250,-4.691925
2025-04-22 10:26:14.543324,165.600000,-0.235687,-4.680754,-0.230063,-4.569041
2025-04-22 10:26:14.737704,172.400000,-0.240750,-4.781295,-0.219375,-4.356787
2025-04-22 10:26:14.935314,179.600000,-0.250125,-4.967483,-0.204563,-4.062611
2025-04-22 10:26:15.137497,187.000000,-0.250312,-4.971206,-0.179063,-3.556181
2025-04-22 10:26:15.343807,195.200000,-0.249938,-4.963759,-0.156000,-3.098160
2025-04-22 10:26:15.541783,203.200000,-0.241313,-4.792466,-0.126750,-2.517255
2025-04-22 10:26:15.744270,211.200000,-0.239250,-4.751505,-0.101813,-2.021996
