Timestamp,Expected_Time,Accel1_X,Accel1_Y,Accel1_Z,Accel1_Magnitude,Accel2_X,Accel2_Y,Accel2_Z,Accel2_Magnitude,Accel3_X,Accel3_Y,Accel3_Z,Accel3_Magnitude,Accel4_X,Accel4_Y,Accel4_Z,Accel4_Magnitude
2025-04-22 10:26:09.969630,0.000000,0.000372,0.398182,-0.186279,0.439601,-0.000883,0.395877,-0.130849,0.416942,-0.000994,0.394506,-0.156347,0.424359,-0.001282,0.395994,-0.170217,0.431030
2025-04-22 10:26:09.978729,0.005000,0.015010,-0.135774,-0.362467,0.387352,0.013839,-0.141156,-0.308052,0.339135,0.013689,-0.141111,-0.333083,0.362000,0.013381,-0.138854,-0.346699,0.373711
2025-04-22 10:26:09.980827,0.010000,0.013108,-0.316729,-0.012750,0.317256,0.011926,-0.323154,0.043680,0.326310,0.011781,-0.322630,0.017722,0.323331,0.011475,-0.320112,0.003601,0.320337
2025-04-22 10:26:09.986004,0.015000,-0.004756,-0.509745,0.055960,0.512829,-0.006041,-0.517281,0.112786,0.529469,-0.006138,-0.516246,0.086646,0.523502,-0.006418,-0.513449,0.072426,0.518572
2025-04-22 10:26:10.001789,0.020000,-0.149321,0.595781,0.215123,0.650792,-0.151439,0.594614,0.272866,0.671532,-0.151153,0.592720,0.246304,0.659416,-0.151225,0.593922,0.231855,0.655263
2025-04-22 10:26:10.003101,0.025000,-0.161924,0.577087,0.150601,0.618005,-0.164115,0.575812,0.207972,0.633834,-0.163795,0.573968,0.181581,0.623891,-0.163849,0.575197,0.167225,0.621017
2025-04-22 10:26:10.005352,0.030000,-0.181355,0.467822,-0.151591,0.524144,-0.183658,0.465918,-0.095961,0.509920,-0.183287,0.464363,-0.121551,0.513811,-0.183312,0.465750,-0.135471,0.518535
2025-04-22 10:26:10.017466,0.035000,-0.202688,-0.450812,0.090988,0.502586,-0.205114,-0.458009,0.148015,0.523214,-0.204686,-0.457130,0.121783,0.515456,-0.204681,-0.454418,0.107512,0.509852
2025-04-22 10:26:10.018596,0.040000,-0.195719,-0.444291,0.191620,0.521937,-0.198104,-0.451450,0.249227,0.552419,-0.197695,-0.450588,0.222727,0.540111,-0.197700,-0.447886,0.208312,0.532054
2025-04-22 10:26:10.033592,0.045000,0.011545,0.414346,-0.175696,0.450206,0.010354,0.412134,-0.120206,0.429431,0.010214,0.410720,-0.145732,0.435928,0.009910,0.412184,-0.159617,0.442122
2025-04-22 10:26:10.034591,0.050000,0.028886,0.388910,-0.013845,0.390227,0.027795,0.386551,0.042578,0.389881,0.027608,0.385205,0.016624,0.386551,0.027280,0.386705,0.002504,0.387675
2025-04-22 10:26:10.047960,0.055000,0.202520,-0.564231,-0.700595,0.922065,0.202429,-0.572082,-0.648129,0.887877,0.201783,-0.570901,-0.672263,0.904755,0.201204,-0.568027,-0.685392,0.912633
2025-04-22 10:26:10.048607,0.060000,0.206312,-0.566185,-0.634359,0.874952,0.206243,-0.574047,-0.581511,0.842746,0.205587,-0.572861,-0.605821,0.858752,0.205002,-0.569984,-0.619045,0.866097
2025-04-22 10:26:10.050215,0.065000,0.213440,-0.534105,-0.397991,0.699444,0.213412,-0.541782,-0.343781,0.676209,0.212737,-0.540682,-0.368718,0.688147,0.212142,-0.537851,-0.382283,0.693129
2025-04-22 10:26:10.064875,0.070000,0.146904,0.560668,-0.750122,0.947952,0.146493,0.559299,-0.697941,0.906309,0.145993,0.557497,-0.721944,0.923754,0.145495,0.558750,-0.735002,0.934665
2025-04-22 10:26:10.065873,0.075000,0.136668,0.549175,-0.694467,0.895855,0.136198,0.547739,-0.641965,0.854803,0.135726,0.545969,-0.666116,0.871902,0.135242,0.547238,-0.679254,0.882692
