Timestamp,Expected_Time,LVDT1_Voltage,LVDT1_Displacement,LVDT2_Voltage,LVDT2_Displacement
2025-04-16 13:41:20.345297,0.000000,0.133382,2.744266,-0.216703,-9.217721
2025-04-16 13:41:20.551283,4.600000,0.123746,2.552901,-0.217934,-9.242150
2025-04-16 13:41:20.752863,9.800000,0.078801,1.660277,-0.242108,-9.722013
2025-04-16 13:41:20.945362,15.400000,0.048227,1.053096,-0.252178,-9.921895
2025-04-16 13:41:21.145725,20.600000,0.028088,0.653132,-0.255167,-9.981241
2025-04-16 13:41:21.355683,26.000000,-0.006211,-0.028044,-0.256312,-10.003955
2025-04-16 13:41:21.548875,31.600000,-0.041473,-0.728364,-0.246279,-9.804810
2025-04-16 13:41:21.745679,38.000000,-0.063101,-1.157892,-0.243555,-9.750731
2025-04-16 13:41:21.945540,45.400000,-0.095271,-1.796787,-0.231874,-9.518873
2025-04-16 13:41:22.152355,52.800000,-0.123043,-2.348334,-0.221342,-9.309800
2025-04-16 13:41:22.346415,59.000000,-0.155240,-2.987759,-0.193733,-8.761775
2025-04-16 13:41:22.550604,65.200000,-0.185244,-3.583646,-0.173283,-8.355837
2025-04-16 13:41:22.749565,72.600000,-0.197622,-3.829475,-0.141917,-7.733219
2025-04-16 13:41:22.948394,79.000000,-0.214966,-4.173920,-0.128450,-7.465891
2025-04-16 13:41:23.153300,84.800000,-0.235329,-4.578339,-0.102947,-6.959659
2025-04-16 13:41:23.351169,90.200000,-0.242401,-4.718781,-0.069549,-6.296719
2025-04-16 13:41:23.545331,97.800000,-0.248851,-4.846878,-0.046103,-5.831312
2025-04-16 13:41:23.759316,105.200000,-0.254258,-4.954268,-0.006671,-5.048578
2025-04-16 13:41:23.945227,111.200000,-0.244555,-4.761565,0.023122,-4.457188
2025-04-16 13:41:24.146786,118.400000,-0.248079,-4.831559,0.056282,-3.798975
2025-04-16 13:41:24.345271,126.200000,-0.242109,-4.712980,0.088557,-3.158318
2025-04-16 13:41:24.545829,134.000000,-0.228493,-4.442573,0.106066,-2.810764
2025-04-16 13:41:24.747029,141.000000,-0.209275,-4.060901,0.138089,-2.175100
2025-04-16 13:41:24.945536,147.600000,-0.192141,-3.720621,0.165106,-1.638806
2025-04-16 13:41:25.151839,154.200000,-0.173094,-3.342343,0.198519,-0.975561
2025-04-16 13:41:25.346504,160.000000,-0.142991,-2.744508,0.215751,-0.633514
2025-04-16 13:41:25.549878,166.000000,-0.112015,-2.129315,0.217250,-0.603763
2025-04-16 13:41:25.745471,171.000000,-0.084438,-1.581648,0.228054,-0.389294
2025-04-16 13:41:25.947430,177.200000,-0.054413,-0.985349,0.250214,0.050589
2025-04-16 13:41:26.150901,183.000000,-0.014415,-0.190981,0.253486,0.115532
2025-04-16 13:41:26.345501,189.200000,0.006980,0.233924,0.251008,0.066343
2025-04-16 13:41:26.545539,195.400000,0.042156,0.932509,0.245587,-0.041266
2025-04-16 13:41:26.746880,200.600000,0.079426,1.672703,0.241724,-0.117945
2025-04-16 13:41:26.947452,206.400000,0.115000,2.379208,0.232566,-0.299740
2025-04-16 13:41:27.151382,213.200000,0.123246,2.542972,0.212810,-0.691897
2025-04-16 13:41:27.354382,220.000000,0.150526,3.084740,0.207149,-0.804264
2025-04-16 13:41:27.551415,226.800000,0.176777,3.606090,0.165327,-1.634435
2025-04-16 13:41:27.745432,231.800000,0.204915,4.164901,0.158700,-1.765970
2025-04-16 13:41:27.948886,238.800000,0.211781,4.301267,0.126176,-2.411569
2025-04-16 13:41:28.145448,245.000000,0.235286,4.768082,0.102371,-2.884096
2025-04-16 13:41:28.345380,251.200000,0.236321,4.788641,0.076515,-3.397337
2025-04-16 13:41:28.550461,257.600000,0.248020,5.020966,0.046044,-4.002191
2025-04-16 13:41:28.745588,265.000000,0.242017,4.901747,0.006751,-4.782158
2025-04-16 13:41:28.954514,272.000000,0.254253,5.144767,-0.027602,-5.464060
2025-04-16 13:41:29.151852,279.400000,0.245365,4.968249,-0.061690,-6.140721
2025-04-16 13:41:29.352294,285.400000,0.238605,4.834002,-0.085663,-6.616585
2025-04-16 13:41:29.553262,292.000000,0.227405,4.611553,-0.115476,-7.208368
2025-04-16 13:41:29.754058,298.400000,0.201060,4.088342,-0.138468,-7.664765
2025-04-16 13:41:29.945298,303.800000,0.199373,4.054855,-0.163982,-8.171203
2025-04-16 13:41:30.153198,309.600000,0.175665,3.583997,-0.192098,-8.729315
2025-04-16 13:41:30.346513,317.000000,0.138051,2.836994,-0.208437,-9.053644
2025-04-16 13:41:30.546827,324.000000,0.110281,2.285476,-0.226709,-9.416343
2025-04-16 13:41:30.751298,330.000000,0.081245,1.708824,-0.239836,-9.676917
2025-04-16 13:41:30.952800,336.200000,0.050991,1.107974,-0.248616,-9.851191
2025-04-16 13:41:31.145617,342.400000,0.021971,0.531640,-0.258025,-10.037955
2025-04-16 13:41:31.350900,350.200000,-0.006902,-0.041767,-0.248523,-9.849354
2025-04-16 13:41:31.552969,356.000000,-0.035647,-0.612654,-0.241499,-9.709932
2025-04-16 13:41:31.749376,362.600000,-0.061199,-1.120117,-0.244541,-9.770313
2025-04-16 13:41:31.945738,368.800000,-0.110151,-2.092302,-0.239532,-9.670872
2025-04-16 13:41:32.154231,375.200000,-0.135597,-2.597661,-0.210774,-9.100030
2025-04-16 13:41:32.345548,381.600000,-0.154836,-2.979750,-0.203624,-8.958105
2025-04-16 13:41:32.550955,388.400000,-0.182274,-3.524667,-0.171572,-8.321869
2025-04-16 13:41:32.748933,394.800000,-0.201051,-3.897572,-0.150703,-7.907619
2025-04-16 13:41:32.946631,400.000000,-0.221469,-4.303085,-0.132275,-7.541823
2025-04-16 13:41:33.145724,406.200000,-0.231970,-4.511633,-0.093393,-6.770027
2025-04-16 13:41:33.345430,412.400000,-0.241481,-4.700518,-0.076872,-6.442078
