Timestamp,Expected_Time,Accel1_X,Accel1_Y,Accel1_Z,Accel1_Magnitude,Accel2_X,Accel2_Y,Accel2_Z,Accel2_Magnitude,Accel3_X,Accel3_Y,Accel3_Z,Accel3_Magnitude,Accel4_X,Accel4_Y,Accel4_Z,Accel4_Magnitude
2025-04-22 11:16:10.725690,0.000000,-0.045794,0.482973,-0.305641,0.573390,-0.048390,0.478882,-0.242266,0.538852,-0.049033,0.475283,-0.259637,0.543791,-0.048828,0.474752,-0.291423,0.559196
2025-04-22 11:16:10.744812,0.005000,0.210296,-0.577797,-0.179492,0.640540,0.209408,-0.588964,-0.115275,0.635625,0.208297,-0.590624,-0.132876,0.640219,0.207646,-0.587606,-0.165085,0.644710
2025-04-22 11:16:10.745817,0.010000,0.214149,-0.558413,-0.019184,0.598376,0.213287,-0.569452,0.046102,0.609829,0.212168,-0.571147,0.028208,0.609934,0.211504,-0.568193,-0.004537,0.606299
2025-04-22 11:16:10.760450,0.015000,0.145650,0.446918,-0.419322,0.629905,0.144331,0.442586,-0.356705,0.586474,0.143338,0.439053,-0.373868,0.594214,0.142903,0.438643,-0.405274,0.614065
2025-04-22 11:16:10.776017,0.020000,0.005942,-0.415874,-0.349762,0.543434,0.003690,-0.425961,-0.286681,0.513461,0.002953,-0.427917,-0.303971,0.524900,0.002985,-0.425441,-0.335610,0.541888
2025-04-22 11:16:10.791789,0.025000,0.003330,0.579852,-0.053139,0.582291,0.001061,0.576406,0.011920,0.576531,0.000328,0.572630,-0.005912,0.572661,0.000369,0.571775,-0.038543,0.573073
2025-04-22 11:16:10.807824,0.030000,-0.008506,-0.535661,0.251006,0.591616,-0.010854,-0.546547,0.318095,0.632468,-0.011565,-0.548284,0.299706,0.624958,-0.011484,-0.545407,0.266058,0.606949
2025-04-22 11:16:10.823918,0.035000,-0.158881,0.399262,0.447391,0.620333,-0.162232,0.394612,0.515790,0.669386,-0.162668,0.391167,0.497042,0.653087,-0.162084,0.390916,0.462737,0.627066
2025-04-22 11:16:10.825933,0.040000,-0.176746,0.322803,0.204530,0.421038,-0.180216,0.317643,0.271309,0.454954,-0.180619,0.314337,0.253005,0.442089,-0.179975,0.314342,0.219512,0.423542
2025-04-22 11:16:10.840008,0.045000,-0.193014,-0.436454,0.458158,0.661555,-0.196592,-0.446679,0.526628,0.717989,-0.196966,-0.448597,0.507861,0.705661,-0.196268,-0.446052,0.473519,0.679488
