Timestamp,Expected_Time,LVDT1_Voltage,LVDT1_Displacement,LVDT2_Voltage,LVDT2_Displacement
2025-04-22 10:30:16.683128,2.000000,-0.141000,-2.800260,0.050438,1.001689
2025-04-22 10:30:16.882349,9.800000,-0.122063,-2.424161,0.076688,1.523014
2025-04-22 10:30:17.093099,15.800000,-0.085125,-1.690583,0.105938,2.103919
2025-04-22 10:30:17.283866,18.800000,-0.059250,-1.176705,0.132375,2.628967
2025-04-22 10:30:17.481960,22.200000,-0.025125,-0.498982,0.162375,3.224767
2025-04-22 10:30:17.682126,26.800000,0.000562,0.011171,0.184688,3.667894
2025-04-22 10:30:17.884178,31.600000,0.036562,0.726131,0.203250,4.036545
2025-04-22 10:30:18.091962,35.800000,0.067312,1.336826,0.223688,4.442434
2025-04-22 10:30:18.282033,40.600000,0.098812,1.962416,0.229875,4.565317
2025-04-22 10:30:18.482019,46.400000,0.127875,2.539597,0.237000,4.706820
2025-04-22 10:30:18.682465,51.400000,0.153000,3.038580,0.260062,5.164841
2025-04-22 10:30:18.888430,56.000000,0.176813,3.511496,0.250312,4.971206
2025-04-22 10:30:19.082076,60.200000,0.199313,3.958346,0.255188,5.068024
2025-04-22 10:30:19.285419,64.800000,0.211688,4.204114,0.238313,4.732886
2025-04-22 10:30:19.482311,70.200000,0.223875,4.446157,0.232500,4.617450
2025-04-22 10:30:19.684251,74.600000,0.244688,4.859494,0.213750,4.245075
2025-04-22 10:30:19.892069,79.200000,0.247688,4.919074,0.201563,4.003031
2025-04-22 10:30:20.795640,80.800000,0.209625,4.163152,0.058875,1.169257
2025-04-22 10:30:20.992154,81.000000,0.223312,4.434986,0.071063,1.411301
2025-04-22 10:30:21.102330,84.400000,0.204375,4.058887,0.043875,0.871357
2025-04-22 10:30:21.287898,88.000000,0.190125,3.775882,0.021750,0.431955
2025-04-22 10:30:21.536707,90.600000,0.157688,3.131674,-0.020438,-0.405889
2025-04-22 10:30:21.684640,93.400000,0.138000,2.740680,-0.053812,-1.068716
2025-04-22 10:30:21.889220,98.200000,0.127312,2.528426,-0.072375,-1.437367
2025-04-22 10:30:22.392227,100.600000,0.036937,0.733579,-0.150375,-2.986448
2025-04-22 10:30:22.395325,100.800000,0.044625,0.886252,-0.144000,-2.859840
2025-04-22 10:30:22.502169,103.800000,0.025125,0.498982,-0.161438,-3.206149
2025-04-22 10:30:22.695310,108.000000,-0.009375,-0.186187,-0.177750,-3.530115
2025-04-22 10:30:22.833547,110.200000,-0.038062,-0.755921,-0.197063,-3.913661
2025-04-22 10:30:23.235713,116.000000,-0.093000,-1.846980,-0.224062,-4.449881
2025-04-22 10:30:23.607258,119.200000,-0.166687,-3.310414,-0.253312,-5.030786
2025-04-22 10:30:23.791983,119.400000,-0.176250,-3.500325,-0.256125,-5.086642
2025-04-22 10:30:24.030230,124.000000,-0.190688,-3.787054,-0.258375,-5.131328
2025-04-22 10:30:24.237280,127.200000,-0.214500,-4.259970,-0.255937,-5.082919
2025-04-22 10:30:24.632137,133.600000,-0.240937,-4.785019,-0.228563,-4.539251
2025-04-22 10:30:25.182306,137.400000,-0.260062,-5.164841,-0.172125,-3.418403
2025-04-22 10:30:25.195979,137.600000,-0.250125,-4.967483,-0.174750,-3.470535
2025-04-22 10:30:25.402282,141.000000,-0.240375,-4.773847,-0.138187,-2.744404
2025-04-22 10:30:25.802261,146.200000,-0.230063,-4.569041,-0.086438,-1.716649
2025-04-22 10:30:26.190521,154.600000,-0.198750,-3.947175,-0.036937,-0.733579
2025-04-22 10:30:26.392278,159.000000,-0.177937,-3.533839,-0.001500,-0.029790
2025-04-22 10:30:26.591069,164.200000,-0.164437,-3.265729,0.034125,0.677723
2025-04-22 10:30:26.804014,168.800000,-0.126188,-2.506084,0.065625,1.303313
2025-04-22 10:30:26.989737,172.600000,-0.102375,-2.033167,0.096375,1.914008
2025-04-22 10:30:27.200835,176.400000,-0.064312,-1.277246,0.120563,2.394371
2025-04-22 10:30:27.391237,180.200000,-0.039563,-0.785711,0.141375,2.807707
2025-04-22 10:30:27.590503,185.400000,-0.013312,-0.264386,0.179063,3.556181
2025-04-22 10:30:27.799317,189.400000,0.028500,0.566010,0.190312,3.779606
2025-04-22 10:30:27.990363,194.200000,0.060750,1.206495,0.214312,4.256246
2025-04-22 10:30:28.197052,198.400000,0.079875,1.586318,0.223500,4.438710
2025-04-22 10:30:28.390079,202.800000,0.115687,2.297554,0.239250,4.751505
2025-04-22 10:30:28.592019,207.000000,0.138937,2.759299,0.245250,4.870665
2025-04-22 10:30:28.790880,212.000000,0.163688,3.250834,0.248250,4.930245
2025-04-22 10:30:28.994203,216.400000,0.180750,3.589695,0.258750,5.138775
2025-04-22 10:30:29.597621,230.000000,0.238313,4.732886,0.229875,4.565317
2025-04-22 10:30:29.792188,234.400000,0.238125,4.729163,0.211500,4.200390
2025-04-22 10:30:29.992293,238.800000,0.255000,5.064300,0.200625,3.984412
2025-04-22 10:30:30.196293,243.000000,0.250688,4.978654,0.171375,3.403507
2025-04-22 10:30:30.392456,247.800000,0.246188,4.889284,0.149812,2.975276
2025-04-22 10:30:30.592164,252.400000,0.240000,4.766400,0.116062,2.305001
2025-04-22 10:30:30.798327,256.200000,0.244688,4.859494,0.093563,1.858151
2025-04-22 10:30:30.992155,259.400000,0.223500,4.438710,0.066187,1.314484
2025-04-22 10:30:31.391245,268.200000,0.172687,3.429574,0.008063,0.160121
2025-04-22 10:30:31.592391,273.000000,0.151875,3.016237,-0.025687,-0.510154
2025-04-22 10:30:31.793873,277.200000,0.133313,2.647586,-0.066562,-1.321931
2025-04-22 10:30:32.193336,286.000000,0.077813,1.545356,-0.121875,-2.420437
2025-04-22 10:30:32.397927,289.400000,0.036937,0.733579,-0.154500,-3.068370
2025-04-22 10:30:32.590178,293.800000,0.010688,0.212254,-0.174000,-3.455640
2025-04-22 10:30:32.795365,299.600000,-0.025125,-0.498982,-0.186375,-3.701408
2025-04-22 10:30:32.994007,304.000000,-0.053812,-1.068716,-0.213750,-4.245075
2025-04-22 10:30:33.196879,307.200000,-0.087188,-1.731544,-0.225375,-4.475947
2025-04-22 10:30:33.592181,314.000000,-0.153000,-3.038580,-0.249562,-4.956311
2025-04-22 10:30:33.798060,319.400000,-0.158812,-3.154016,-0.243562,-4.837151
2025-04-22 10:30:34.000070,324.200000,-0.181500,-3.604590,-0.247125,-4.907903
2025-04-22 10:30:34.395894,331.000000,-0.227813,-4.524356,-0.239625,-4.758953
2025-04-22 10:30:34.602428,334.200000,-0.232875,-4.624897,-0.219750,-4.364235
2025-04-22 10:30:34.793427,338.600000,-0.236813,-4.703096,-0.212250,-4.215285
2025-04-22 10:30:35.001973,343.000000,-0.245250,-4.870665,-0.193875,-3.850357
2025-04-22 10:30:35.203996,346.400000,-0.252188,-5.008444,-0.173813,-3.451916
2025-04-22 10:30:35.395936,349.600000,-0.244125,-4.848323,-0.151500,-3.008790
2025-04-22 10:30:35.854358,357.000000,-0.231375,-4.595108,-0.081937,-1.627279
2025-04-22 10:30:35.990083,361.400000,-0.216000,-4.289760,-0.072000,-1.429920
2025-04-22 10:30:36.475723,372.200000,-0.180188,-3.578524,0.006562,0.130331
2025-04-22 10:30:36.675378,375.200000,-0.143625,-2.852393,0.038625,0.767092
2025-04-22 10:30:36.872105,378.800000,-0.111562,-2.215631,0.082500,1.638450
2025-04-22 10:30:37.092149,379.800000,-0.082500,-1.638450,0.111000,2.204460
2025-04-22 10:30:37.279698,383.200000,-0.055875,-1.109678,0.141187,2.803984
2025-04-22 10:30:37.472321,386.800000,-0.022875,-0.454297,0.155250,3.083265
2025-04-22 10:30:37.678073,390.800000,0.011437,0.227149,0.176625,3.507773
2025-04-22 10:30:37.884275,394.800000,0.038437,0.763369,0.201750,4.006755
2025-04-22 10:30:38.075562,400.800000,0.064875,1.288417,0.208875,4.148257
2025-04-22 10:30:38.283933,406.800000,0.093750,1.861875,0.232875,4.624897
2025-04-22 10:30:38.473963,411.400000,0.127500,2.532150,0.237937,4.725439
2025-04-22 10:30:38.672004,416.800000,0.157875,3.135397,0.251250,4.989825
2025-04-22 10:30:38.871443,424.000000,0.165750,3.291795,0.252750,5.019615
2025-04-22 10:30:39.080915,429.000000,0.195000,3.872700,0.249188,4.948864
2025-04-22 10:30:39.273813,434.800000,0.212062,4.211561,0.242250,4.811085
2025-04-22 10:30:39.472140,440.000000,0.236250,4.691925,0.233250,4.632345
2025-04-22 10:30:39.879920,447.600000,0.244500,4.855770,0.207563,4.122191
2025-04-22 10:30:40.072478,454.000000,0.243938,4.844599,0.184688,3.667894
2025-04-22 10:30:40.279092,459.800000,0.247312,4.911626,0.162750,3.232215
