Timestamp,Expected_Time,LVDT1_Voltage,LVDT1_Displacement,LVDT2_Voltage,LVDT2_Displacement
2025-04-16 13:44:00.347518,2.400000,0.144369,2.962472,-0.204426,-8.974017
2025-04-16 13:44:00.545381,25.600000,0.113080,2.341065,-0.223505,-9.352746
2025-04-16 13:44:01.177175,29.600000,0.017107,0.435046,-0.246554,-9.810257
2025-04-16 13:44:01.179936,29.800000,0.014024,0.373825,-0.241674,-9.713402
2025-04-16 13:44:01.181055,30.000000,0.011656,0.326786,-0.248107,-9.841095
2025-04-16 13:44:01.347406,33.800000,-0.005910,-0.022073,-0.257046,-10.018530
2025-04-16 13:44:01.546695,39.200000,-0.046433,-0.826860,-0.253166,-9.941510
2025-04-16 13:44:01.950419,51.800000,-0.103743,-1.965029,-0.229173,-9.465257
2025-04-16 13:44:02.156110,57.600000,-0.126053,-2.408120,-0.216941,-9.222436
2025-04-16 13:44:02.355487,62.600000,-0.156168,-3.006203,-0.183817,-8.564941
2025-04-16 13:44:02.552381,67.400000,-0.178547,-3.450649,-0.190230,-8.692236
2025-04-16 13:44:02.753108,73.400000,-0.203578,-3.947758,-0.154854,-7.990011
2025-04-16 13:44:02.949739,79.000000,-0.215689,-4.188281,-0.127382,-7.444703
2025-04-16 13:44:03.145920,84.800000,-0.238874,-4.648736,-0.097068,-6.842969
2025-04-16 13:44:03.349134,90.400000,-0.247009,-4.810291,-0.066213,-6.230497
2025-04-16 13:44:03.555356,96.000000,-0.255433,-4.977598,-0.036088,-5.632505
2025-04-16 13:44:03.745467,101.400000,-0.253622,-4.941638,-0.008359,-5.082101
2025-04-16 13:44:03.951709,106.600000,-0.246908,-4.808294,0.024861,-4.422678
2025-04-16 13:44:04.145149,112.200000,-0.244776,-4.765953,0.063721,-3.651311
2025-04-16 13:44:04.348532,116.800000,-0.236753,-4.606612,0.087139,-3.186449
2025-04-16 13:44:04.545276,120.600000,-0.216703,-4.208423,0.112892,-2.675253
2025-04-16 13:44:04.756470,127.000000,-0.209840,-4.072132,0.137024,-2.196244
2025-04-16 13:44:04.945609,132.400000,-0.189299,-3.664181,0.170014,-1.541390
2025-04-16 13:44:05.159577,137.400000,-0.161933,-3.120692,0.185964,-1.224779
2025-04-16 13:44:05.353202,143.000000,-0.136800,-2.621559,0.206853,-0.810137
2025-04-16 13:44:05.551193,148.600000,-0.110514,-2.099502,0.219081,-0.567415
2025-04-16 13:44:05.745472,153.400000,-0.086794,-1.628428,0.234008,-0.271107
2025-04-16 13:44:06.150619,166.000000,-0.023901,-0.379366,0.246276,-0.027583
2025-04-16 13:44:06.345439,171.000000,0.006226,0.218954,0.249170,0.029864
2025-04-16 13:44:06.550592,176.200000,0.050400,1.096248,0.258628,0.217606
2025-04-16 13:44:06.745239,181.000000,0.072147,1.528144,0.232771,-0.295672
2025-04-16 13:44:06.954068,186.400000,0.096459,2.010983,0.231292,-0.325029
2025-04-16 13:44:07.145647,191.200000,0.117425,2.427363,0.213583,-0.676546
2025-04-16 13:44:07.349938,197.000000,0.149869,3.071689,0.198219,-0.981515
2025-04-16 13:44:07.545158,200.200000,0.167999,3.431768,0.179988,-1.343397
