Timestamp,Expected_Time,Accel1_X,Accel1_Y,Accel1_Z,Accel1_Magnitude,Accel2_X,Accel2_Y,Accel2_Z,Accel2_Magnitude
2025-04-16 13:44:00.195527,0.000000,-0.161904,0.595946,0.237064,0.661486,-0.162726,0.561567,0.185972,0.613533
2025-04-16 13:44:00.198652,0.005000,-0.188575,0.432639,-0.197681,0.511679,-0.189262,0.399091,-0.246561,0.505852
2025-04-16 13:44:00.205150,0.010000,-0.216700,-0.194593,-0.607749,0.673931,-0.217243,-0.224949,-0.654542,0.725412
2025-04-16 13:44:00.208876,0.015000,-0.210887,-0.423125,-0.017264,0.473082,-0.211460,-0.452319,-0.067062,0.503791
2025-04-16 13:44:00.217351,0.020000,-0.134247,-0.054891,-0.322530,0.353640,-0.135210,-0.085959,-0.370775,0.403912
2025-04-16 13:44:00.331452,0.025000,-0.216935,-0.237263,-0.450879,0.553757,-0.217478,-0.267403,-0.498471,0.606031
2025-04-16 13:44:00.335534,0.030000,-0.206363,-0.390282,0.209518,0.488675,-0.206959,-0.419643,0.158566,0.494040
2025-04-16 13:44:00.336788,0.035000,-0.198864,-0.375945,0.334462,0.541061,-0.199498,-0.405379,0.282875,0.533057
2025-04-16 13:44:00.338875,0.040000,-0.182078,-0.288461,0.342795,0.483602,-0.182798,-0.318340,0.291165,0.468543
2025-04-16 13:44:00.340381,0.045000,-0.166778,-0.183443,0.194322,0.315003,-0.167575,-0.213856,0.143447,0.307235
2025-04-16 13:44:00.341573,0.050000,-0.152915,-0.082401,0.012039,0.174121,-0.153783,-0.113329,-0.037908,0.194756
2025-04-16 13:44:00.345268,0.055000,-0.101439,0.262628,-0.548196,0.616265,-0.102569,0.229944,-0.595292,0.646350
2025-04-16 13:44:00.347518,0.060000,-0.065245,0.434990,-0.608248,0.750625,-0.066559,0.401430,-0.655038,0.771136
2025-04-16 13:44:00.351951,0.065000,0.011446,0.535622,-0.010280,0.535843,0.009742,0.501550,-0.060113,0.505234
2025-04-16 13:44:00.353960,0.070000,0.046353,0.454467,0.283744,0.537773,0.044472,0.420808,0.232414,0.482777
2025-04-16 13:44:00.355467,0.075000,0.071780,0.346952,0.385210,0.523368,0.069768,0.313839,0.333364,0.463135
2025-04-16 13:44:00.362137,0.080000,0.166514,-0.326995,-0.402619,0.544752,0.164021,-0.356679,-0.450456,0.597522
2025-04-16 13:44:00.363657,0.085000,0.182240,-0.449453,-0.564669,0.744359,0.179667,-0.478513,-0.611682,0.797126
2025-04-16 13:44:00.365164,0.090000,0.195184,-0.534243,-0.599507,0.826390,0.192545,-0.562872,-0.646342,0.878440
2025-04-16 13:44:00.367534,0.095000,0.209887,-0.578214,-0.389697,0.728181,0.207173,-0.606619,-0.437600,0.776145
2025-04-16 13:44:00.369542,0.100000,0.216769,-0.525714,-0.054458,0.571253,0.214020,-0.554386,-0.104066,0.603306
2025-04-16 13:44:00.375241,0.105000,0.209257,-0.051287,0.346742,0.408226,0.206546,-0.082373,0.295092,0.369494
2025-04-16 13:44:00.379526,0.110000,0.181179,0.332392,-0.299125,0.482478,0.178611,0.299353,-0.347488,0.492202
2025-04-16 13:44:00.385190,0.115000,0.126031,0.415583,-0.410907,0.597861,0.123744,0.382122,-0.458702,0.609702
2025-04-16 13:44:00.395292,0.120000,0.027429,-0.343339,0.092511,0.356640,0.025644,-0.372939,0.042155,0.376189
2025-04-16 13:44:00.400283,0.125000,-0.001506,-0.375194,-0.558487,0.672816,-0.003144,-0.404632,-0.605531,0.728289
2025-04-16 13:44:00.405355,0.130000,-0.012377,0.014442,-0.030025,0.035543,-0.013960,-0.016978,-0.079758,0.082731
2025-04-16 13:44:00.408887,0.135000,-0.010452,0.357205,0.429086,0.558408,-0.012045,0.324040,0.377018,0.497282
2025-04-16 13:44:00.409921,0.140000,-0.008802,0.439835,0.448309,0.628103,-0.010403,0.406251,0.396143,0.567518
2025-04-16 13:44:00.411335,0.145000,-0.005983,0.528065,0.370764,0.645255,-0.007599,0.494031,0.318992,0.588116
2025-04-16 13:44:00.412589,0.150000,-0.003095,0.577147,0.216338,0.616369,-0.004725,0.542864,0.165352,0.567507
2025-04-16 13:44:00.413628,0.155000,-0.000543,0.594455,0.048905,0.596464,-0.002187,0.560084,-0.001230,0.560089
2025-04-16 13:44:00.415164,0.160000,0.003293,0.579397,-0.214928,0.617986,0.001630,0.545103,-0.263720,0.605548
2025-04-16 13:44:00.416203,0.165000,0.005799,0.542055,-0.370409,0.656551,0.004123,0.507950,-0.418410,0.658101
2025-04-16 13:44:00.417365,0.170000,0.008386,0.476224,-0.492908,0.685432,0.006697,0.442454,-0.540285,0.698369
2025-04-16 13:44:00.418394,0.175000,0.010396,0.399129,-0.540504,0.671980,0.008697,0.365751,-0.587640,0.692221
