Timestamp,Expected_Time,LVDT1_Voltage,LVDT1_Displacement,LVDT2_Voltage,LVDT2_Displacement
2025-04-22 13:08:11.914235,5.132650,-0.176437,-3.504049,-0.248812,-4.941416
2025-04-22 13:08:12.136556,5.354971,-0.193875,-3.850357,-0.245438,-4.874389
2025-04-22 13:08:12.305471,5.523886,-0.211312,-4.196666,-0.237000,-4.706820
2025-04-22 13:08:12.511796,5.730211,-0.223500,-4.438710,-0.230063,-4.569041
2025-04-22 13:08:12.702897,5.921312,-0.241125,-4.788742,-0.222938,-4.427539
2025-04-22 13:08:13.306586,6.525001,-0.253500,-5.034510,-0.150938,-2.997619
2025-04-22 13:08:13.703524,6.921939,-0.234937,-4.665859,-0.106125,-2.107642
2025-04-22 13:08:13.901515,7.119930,-0.221250,-4.394025,-0.084562,-1.679411
2025-04-22 13:08:14.102791,7.321206,-0.210187,-4.174324,-0.044062,-0.875081
2025-04-22 13:08:14.307278,7.525693,-0.188625,-3.746092,-0.020250,-0.402165
2025-04-22 13:08:14.514580,7.732995,-0.160875,-3.194977,0.016313,0.323966
2025-04-22 13:08:14.700260,7.918675,-0.145500,-2.889630,0.048375,0.960727
2025-04-22 13:08:14.901176,8.119591,-0.114375,-2.271488,0.084187,1.671964
2025-04-22 13:08:15.104256,8.322671,-0.087750,-1.742715,0.105375,2.092747
2025-04-22 13:08:15.502574,8.720989,-0.017812,-0.353756,0.150375,2.986448
2025-04-22 13:08:15.710433,8.928848,0.003375,0.067028,0.183188,3.638104
2025-04-22 13:08:15.901355,9.119770,0.040125,0.796883,0.195937,3.891319
2025-04-22 13:08:16.107288,9.325703,0.075375,1.496947,0.222562,4.420091
2025-04-22 13:08:16.300604,9.519019,0.094500,1.876770,0.229500,4.557870
2025-04-22 13:08:16.700772,9.919187,0.159188,3.161464,0.251625,4.997272
2025-04-22 13:08:16.902771,10.121186,0.180188,3.578524,0.244312,4.852046
2025-04-22 13:08:17.102360,10.320775,0.199313,3.958346,0.248438,4.933969
2025-04-22 13:08:17.300877,10.519292,0.221062,4.390301,0.239813,4.762676
2025-04-22 13:08:17.500561,10.718976,0.221812,4.405196,0.242250,4.811085
2025-04-22 13:08:17.905870,11.124285,0.249562,4.956311,0.207750,4.125915
2025-04-22 13:08:18.304249,11.522664,0.247312,4.911626,0.168937,3.355099
2025-04-22 13:08:18.511898,11.730313,0.245812,4.881836,0.128062,2.543321
2025-04-22 13:08:18.703868,11.922283,0.227813,4.524356,0.114187,2.267764
2025-04-22 13:08:19.101732,12.320147,0.216188,4.293484,0.035812,0.711236
2025-04-22 13:08:19.706147,12.924562,0.149812,2.975276,-0.047813,-0.949556
2025-04-22 13:08:19.900844,13.119259,0.116437,2.312449,-0.077625,-1.541632
2025-04-22 13:08:20.103071,13.321486,0.098250,1.951245,-0.115875,-2.301277
2025-04-22 13:08:20.300785,13.519200,0.051375,1.020307,-0.133875,-2.658757
2025-04-22 13:08:20.503271,13.721686,0.021937,0.435679,-0.161062,-3.198701
2025-04-22 13:08:20.707849,13.926264,0.001875,0.037237,-0.183000,-3.634380
2025-04-22 13:08:21.105903,14.324318,-0.073313,-1.455986,-0.228563,-4.539251
2025-04-22 13:08:21.504749,14.723164,-0.129750,-2.576835,-0.241125,-4.788742
2025-04-22 13:08:21.710760,14.929175,-0.163500,-3.247110,-0.254625,-5.056852
2025-04-22 13:08:21.902307,15.120722,-0.169875,-3.373717,-0.253312,-5.030786
2025-04-22 13:08:22.109360,15.327775,-0.194625,-3.865252,-0.255188,-5.068024
2025-04-22 13:08:22.300798,15.519213,-0.215250,-4.274865,-0.251812,-5.000996
2025-04-22 13:08:22.507119,15.725534,-0.229125,-4.550422,-0.238313,-4.732886
2025-04-22 13:08:22.701137,15.919552,-0.227250,-4.513185,-0.219938,-4.367959
2025-04-22 13:08:22.905872,16.124287,-0.252375,-5.012168,-0.204000,-4.051440
2025-04-22 13:08:23.101115,16.319530,-0.260437,-5.172289,-0.186750,-3.708855
2025-04-22 13:08:23.305024,16.523439,-0.251063,-4.986101,-0.159562,-3.168911
2025-04-22 13:08:23.511661,16.730076,-0.249562,-4.956311,-0.134625,-2.673652
2025-04-22 13:08:23.702821,16.921236,-0.230437,-4.576489,-0.106875,-2.122537
2025-04-22 13:08:23.909141,17.127556,-0.229125,-4.550422,-0.082500,-1.638450
2025-04-22 13:08:24.116454,17.334869,-0.219375,-4.356787,-0.044250,-0.878805
2025-04-22 13:08:24.300508,17.518923,-0.190312,-3.779606,-0.011062,-0.219701
2025-04-22 13:08:24.501634,17.720049,-0.169875,-3.373717,0.018000,0.357480
2025-04-22 13:08:24.700058,17.918473,-0.145500,-2.889630,0.048375,0.960727
2025-04-22 13:08:24.900874,18.119289,-0.118875,-2.360857,0.087375,1.735267
2025-04-22 13:08:25.309571,18.527986,-0.071813,-1.426196,0.139125,2.763022
2025-04-22 13:08:25.504852,18.723267,-0.016500,-0.327690,0.156938,3.116779
2025-04-22 13:08:25.902433,19.120848,0.043125,0.856462,0.209250,4.155705
2025-04-22 13:08:26.102200,19.320615,0.069000,1.370340,0.214688,4.263694
2025-04-22 13:08:26.300501,19.518916,0.085312,1.694306,0.235313,4.673306
2025-04-22 13:08:26.507931,19.726346,0.126000,2.502360,0.248438,4.933969
2025-04-22 13:08:26.714012,19.932427,0.158812,3.154016,0.252937,5.023339
2025-04-22 13:08:26.900332,20.118747,0.175313,3.481706,0.252750,5.019615
2025-04-22 13:08:27.112935,20.331350,0.200437,3.980689,0.248625,4.937692
2025-04-22 13:08:27.304887,20.523302,0.219750,4.364235,0.244875,4.863218
2025-04-22 13:08:27.511797,20.730212,0.236625,4.699372,0.227813,4.524356
2025-04-22 13:08:27.910110,21.128525,0.255937,5.082919,0.197437,3.921109
2025-04-22 13:08:28.110830,21.329245,0.250125,4.967483,0.180562,3.585971
2025-04-22 13:08:28.301180,21.519595,0.247875,4.922797,0.150188,2.982724
2025-04-22 13:08:28.507516,21.725931,0.251063,4.986101,0.129188,2.565664
2025-04-22 13:08:28.713700,21.932115,0.245438,4.874389,0.104438,2.074129
2025-04-22 13:08:28.905122,22.123537,0.221250,4.394025,0.074438,1.478329
2025-04-22 13:08:29.110749,22.329164,0.216562,4.300931,0.037500,0.744750
2025-04-22 13:08:29.301068,22.519483,0.197063,3.913661,0.011813,0.234596
2025-04-22 13:08:29.508446,22.726861,0.168750,3.351375,-0.011250,-0.223425
2025-04-22 13:08:29.904171,23.122586,0.115687,2.297554,-0.081562,-1.619831
2025-04-22 13:08:30.100550,23.318965,0.085687,1.701754,-0.102938,-2.044339
2025-04-22 13:08:30.302392,23.520807,0.053812,1.068716,-0.130500,-2.591730
2025-04-22 13:08:30.509352,23.727767,0.024750,0.491535,-0.166125,-3.299242
2025-04-22 13:08:30.710068,23.928483,-0.011062,-0.219701,-0.181688,-3.608314
2025-04-22 13:08:30.902465,24.120880,-0.042000,-0.834120,-0.194438,-3.861529
2025-04-22 13:08:31.109014,24.327429,-0.061875,-1.228838,-0.224438,-4.457329
2025-04-22 13:08:31.714055,24.932470,-0.156938,-3.116779,-0.253312,-5.030786
2025-04-22 13:08:31.906131,25.124546,-0.184500,-3.664170,-0.250500,-4.974930
2025-04-22 13:08:32.105918,25.324333,-0.197250,-3.917385,-0.244875,-4.863218
2025-04-22 13:08:32.313604,25.532019,-0.216562,-4.300931,-0.253312,-5.030786
2025-04-22 13:08:32.504068,25.722483,-0.228000,-4.528080,-0.233813,-4.643516
2025-04-22 13:08:32.710412,25.928827,-0.242625,-4.818532,-0.222938,-4.427539
2025-04-22 13:08:32.907566,26.125981,-0.257625,-5.116432,-0.202500,-4.021650
2025-04-22 13:08:33.102947,26.321362,-0.248250,-4.930245,-0.182438,-3.623209
2025-04-22 13:08:33.311621,26.530036,-0.246000,-4.885560,-0.152625,-3.031133
2025-04-22 13:08:33.503608,26.722023,-0.241500,-4.796190,-0.136500,-2.710890
2025-04-22 13:08:34.106920,27.325335,-0.204375,-4.058887,-0.044812,-0.889976
2025-04-22 13:08:34.502808,27.721223,-0.163875,-3.254557,0.010688,0.212254
2025-04-22 13:08:35.112088,28.330503,-0.076500,-1.519290,0.104063,2.066681
2025-04-22 13:08:35.302580,28.520995,-0.054187,-1.076164,0.141563,2.811431
2025-04-22 13:08:35.509315,28.727730,-0.029063,-0.577181,0.157500,3.127950
2025-04-22 13:08:36.305326,29.523741,0.094312,1.873046,0.237937,4.725439
2025-04-22 13:08:36.512005,29.730420,0.131625,2.614072,0.240750,4.781295
2025-04-22 13:08:36.703022,29.921437,0.150562,2.990171,0.251625,4.997272
2025-04-22 13:08:36.910456,30.128871,0.174563,3.466811,0.249000,4.945140
2025-04-22 13:08:37.101833,30.320248,0.198375,3.939727,0.247500,4.915350
2025-04-22 13:08:37.308665,30.527080,0.224438,4.457329,0.246562,4.896731
2025-04-22 13:08:37.706262,30.924677,0.239063,4.747781,0.221438,4.397749
2025-04-22 13:08:38.104713,31.323128,0.250500,4.974930,0.190875,3.790777
2025-04-22 13:08:38.501863,31.720278,0.241125,4.788742,0.136313,2.707166
2025-04-22 13:08:38.706114,31.924529,0.245062,4.866941,0.108000,2.144880
2025-04-22 13:08:39.309618,32.528033,0.183375,3.641828,0.011062,0.219701
2025-04-22 13:08:39.501953,32.720368,0.165937,3.295519,-0.009375,-0.186187
2025-04-22 13:08:39.705785,32.924200,0.139687,2.774194,-0.056250,-1.117125
2025-04-22 13:08:39.912343,33.130758,0.116625,2.316172,-0.078562,-1.560251
2025-04-22 13:08:40.103207,33.321622,0.093188,1.850704,-0.100875,-2.003378
2025-04-22 13:08:40.309776,33.528191,0.058313,1.158086,-0.141187,-2.803984
2025-04-22 13:08:40.707013,33.925428,-0.006000,-0.119160,-0.187688,-3.727474
2025-04-22 13:08:41.118680,34.337095,-0.068437,-1.359169,-0.212062,-4.211561
2025-04-22 13:08:41.702341,34.920756,-0.146063,-2.900801,-0.256312,-5.090366
2025-04-22 13:08:42.101886,35.320301,-0.203437,-4.040269,-0.248812,-4.941416
2025-04-22 13:08:43.106467,36.324882,-0.256312,-5.090366,-0.181312,-3.600866
2025-04-22 13:08:43.504238,36.722653,-0.239437,-4.755229,-0.133875,-2.658757
2025-04-22 13:08:43.900873,37.119288,-0.231375,-4.595108,-0.084000,-1.668240
2025-04-22 13:08:44.108718,37.327133,-0.203063,-4.032821,-0.041813,-0.830396
2025-04-22 13:08:44.506785,37.725200,-0.159750,-3.172635,0.011062,0.219701
2025-04-22 13:08:44.904550,38.122965,-0.117563,-2.334791,0.075938,1.508119
2025-04-22 13:08:45.304442,38.522857,-0.057750,-1.146915,0.129375,2.569387
2025-04-22 13:08:45.499503,38.717918,-0.021000,-0.417060,0.165187,3.280624
2025-04-22 13:08:45.701396,38.919811,0.012188,0.242044,0.176063,3.496601
2025-04-22 13:08:45.908101,39.126516,0.034500,0.685170,0.201750,4.006755
2025-04-22 13:08:46.305382,39.523797,0.102938,2.044339,0.232875,4.624897
