Timestamp,Expected_Time,Accel1_X,Accel1_Y,Accel1_Z,Accel1_Magnitude,Accel2_X,Accel2_Y,Accel2_Z,Accel2_Magnitude,Accel3_X,Accel3_Y,Accel3_Z,Accel3_Magnitude,Accel4_X,Accel4_Y,Accel4_Z,Accel4_Magnitude
2025-04-22 13:08:11.781585,5.000000,-0.004671,0.366337,0.003511,0.366384,-0.004556,0.370034,0.078671,0.378332,-0.005070,0.366622,0.055241,0.370795,-0.004608,0.367487,0.024886,0.368358
2025-04-22 13:08:11.791843,5.010258,0.013018,-0.129870,-0.387126,0.408537,0.013269,-0.129975,-0.314959,0.340982,0.012712,-0.132203,-0.337456,0.362651,0.013120,-0.129801,-0.366602,0.389124
2025-04-22 13:08:11.797355,5.015770,0.001916,-0.498084,0.197975,0.535990,0.002082,-0.501010,0.274625,0.571344,0.001553,-0.502357,0.250731,0.561455,0.001994,-0.498817,0.219774,0.545090
2025-04-22 13:08:11.814102,5.032517,-0.142182,0.584528,0.191384,0.631281,-0.143120,0.589897,0.267983,0.663533,-0.143305,0.585963,0.244104,0.650750,-0.142418,0.586154,0.213168,0.639765
2025-04-22 13:08:11.828804,5.047219,-0.212515,-0.409930,-0.197915,0.502370,-0.213992,-0.412180,-0.124298,0.480766,-0.214010,-0.413739,-0.147247,0.488530,-0.212905,-0.410471,-0.176979,0.495113
2025-04-22 13:08:11.844556,5.062971,-0.029494,0.398518,-0.558654,0.686863,-0.029568,0.402461,-0.487801,0.633087,-0.030023,0.398972,-0.509888,0.648125,-0.029484,0.399738,-0.538504,0.671302
2025-04-22 13:08:11.860535,5.078950,0.196125,-0.556753,-0.751736,0.955796,0.197779,-0.560128,-0.682363,0.904698,0.196786,-0.561336,-0.703989,0.921641,0.196626,-0.557614,-0.732007,0.940973
2025-04-22 13:08:11.876662,5.095077,0.158778,0.538483,-0.734217,0.924256,0.160146,0.543499,-0.664709,0.873428,0.159242,0.539676,-0.686377,0.887536,0.159198,0.540009,-0.714449,0.909611
2025-04-22 13:08:11.887096,5.105511,0.052161,-0.056166,0.230571,0.242978,0.052711,-0.055706,0.307471,0.316891,0.052062,-0.058109,0.283498,0.294038,0.052348,-0.055936,0.252441,0.263809
2025-04-22 13:08:11.892413,5.110828,0.011187,-0.396597,-0.474336,0.618392,0.011424,-0.398745,-0.402837,0.566926,0.010872,-0.400335,-0.425126,0.584053,0.011285,-0.397109,-0.454002,0.603275
2025-04-22 13:08:11.914235,5.132650,0.010803,0.185149,-0.725710,0.749034,0.011037,0.187458,-0.656137,0.682479,0.010486,0.184478,-0.677825,0.702559,0.010900,0.185904,-0.705924,0.730074
2025-04-22 13:08:11.939921,5.158336,-0.143758,0.488983,0.266886,0.575325,-0.144709,0.493620,0.344064,0.618855,-0.144890,0.489914,0.320005,0.602837,-0.143998,0.490401,0.288835,0.587072
2025-04-22 13:08:11.955750,5.174165,-0.207516,-0.398247,0.086063,0.457242,-0.208954,-0.400408,0.161856,0.479777,-0.208984,-0.401994,0.138228,0.473688,-0.207894,-0.398763,0.107618,0.462399
2025-04-22 13:08:11.971678,5.190093,-0.004185,0.529472,-0.230568,0.577512,-0.004066,0.534419,-0.157202,0.557075,-0.004581,0.530617,-0.180072,0.560358,-0.004120,0.530978,-0.209703,0.570903
2025-04-22 13:08:11.987311,5.205726,0.203191,-0.584312,-0.561878,0.835712,0.204899,-0.587898,-0.491050,0.792930,0.203889,-0.589040,-0.513129,0.807367,0.203708,-0.585233,-0.541735,0.823087
2025-04-22 13:08:12.136556,5.354971,0.070154,-0.064886,0.442287,0.452493,0.070842,-0.064493,0.520809,0.529547,0.070150,-0.066876,0.496331,0.505706,0.070380,-0.064676,0.464618,0.474349
2025-04-22 13:08:12.140965,5.359380,0.030400,-0.437605,0.256267,0.508031,0.030785,-0.440068,0.333364,0.552936,0.030187,-0.441560,0.309330,0.539974,0.030540,-0.438207,0.278193,0.519951
2025-04-22 13:08:12.146310,5.364725,-0.001742,-0.503924,-0.469976,0.689071,-0.001604,-0.506894,-0.398444,0.644749,-0.002125,-0.508228,-0.420743,0.659791,-0.001672,-0.504669,-0.449633,0.675917
2025-04-22 13:08:12.161975,5.380390,0.003650,0.560826,-0.226045,0.604679,0.003829,0.566013,-0.152644,0.586247,0.003295,0.562137,-0.175526,0.588912,0.003732,0.562401,-0.205170,0.598668
2025-04-22 13:08:12.177767,5.396182,-0.015983,-0.411628,0.154218,0.439859,-0.015954,-0.413891,0.230533,0.474032,-0.016441,-0.415446,0.206743,0.464336,-0.015944,-0.412173,0.175922,0.448429
2025-04-22 13:08:12.193601,5.412016,-0.166538,0.395396,0.474284,0.639545,-0.167663,0.399315,0.553051,0.702445,-0.167790,0.395834,0.528496,0.681283,-0.166827,0.396609,0.496685,0.657135
2025-04-22 13:08:12.220697,5.439112,-0.044071,0.443151,-0.286741,0.529665,-0.044257,0.447436,-0.213805,0.497866,-0.044677,0.443840,-0.236542,0.504918,-0.044093,0.444468,-0.265999,0.519857
2025-04-22 13:08:12.225788,5.444203,0.043939,0.485294,0.492240,0.692633,0.044427,0.489902,0.571145,0.753780,0.043797,0.486205,0.546547,0.732822,0.044109,0.486703,0.514680,0.709733
2025-04-22 13:08:12.241658,5.460073,0.214522,-0.334578,0.201648,0.445672,0.216317,-0.336251,0.278326,0.487158,0.215279,-0.337990,0.254423,0.474671,0.215063,-0.334955,0.223454,0.456485
