Timestamp,Time,LVDT1_Voltage,LVDT1_Displacement,LVDT2_Voltage,LVDT2_Displacement
2025-04-27 00:00:40.189993,0.000000,0.221045,4.580609,0.225057,5.001069
2025-04-27 00:00:40.237987,0.050000,0.224424,4.647727,0.219502,4.879627
2025-04-27 00:00:40.286333,0.100000,0.232400,4.806121,0.225176,5.003666
2025-04-27 00:00:40.326729,0.150000,0.234372,4.845295,0.230227,5.114089
2025-04-27 00:00:40.469850,0.200000,0.238246,4.922216,0.246680,5.473736
2025-04-27 00:00:40.545841,0.250000,0.248114,5.118210,0.248263,5.508341
2025-04-27 00:00:40.575024,0.300000,0.235393,4.865555,0.252908,5.609878
2025-04-27 00:00:40.586230,0.350000,0.247772,5.111402,0.243014,5.393606
2025-04-27 00:00:40.623134,0.400000,0.248262,5.121133,0.250165,5.549920
2025-04-27 00:00:40.641846,0.450000,0.239498,4.947093,0.241567,5.361979
2025-04-27 00:00:40.689931,0.500000,0.239839,4.953860,0.253211,5.616505
2025-04-27 00:00:40.737635,0.550000,0.242882,5.014286,0.241088,5.351493
2025-04-27 00:00:40.785542,0.600000,0.257029,5.295247,0.241515,5.360832
2025-04-27 00:00:40.825509,0.650000,0.244037,5.037225,0.250278,5.552393
2025-04-27 00:00:40.873856,0.700000,0.256270,5.280178,0.258603,5.734376
2025-04-27 00:00:40.942396,0.750000,0.256780,5.290308,0.257219,5.704130
2025-04-27 00:00:40.976844,0.800000,0.253897,5.233059,0.248778,5.519609
2025-04-27 00:00:41.027548,0.850000,0.240407,4.965145,0.257704,5.714722
2025-04-27 00:00:41.078585,0.900000,0.239277,4.942697,0.256404,5.686317
2025-04-27 00:00:41.134673,0.950000,0.241813,4.993071,0.250685,5.561285
2025-04-27 00:00:41.160075,1.000000,0.252032,5.196004,0.250790,5.563585
2025-04-27 00:00:41.226530,1.050000,0.252502,5.205346,0.244436,5.424692
2025-04-27 00:00:41.278940,1.100000,0.246535,5.086838,0.246821,5.476835
2025-04-27 00:00:41.358985,1.150000,0.234906,4.855886,0.238994,5.305721
2025-04-27 00:00:41.411128,1.200000,0.230335,4.765110,0.231995,5.152725
2025-04-27 00:00:41.492713,1.250000,0.238272,4.922747,0.237278,5.268214
2025-04-27 00:00:41.548097,1.300000,0.226215,4.683283,0.219981,4.890107
2025-04-27 00:00:41.575808,1.350000,0.232323,4.804590,0.218335,4.854126
2025-04-27 00:00:41.586584,1.400000,0.231327,4.784805,0.218156,4.850208
2025-04-27 00:00:41.627512,1.450000,0.217030,4.500873,0.234385,5.204983
2025-04-27 00:00:41.687490,1.500000,0.211455,4.390153,0.222656,4.948584
