Timestamp,Time,LVDT1_Voltage,LVDT1_Displacement,LVDT2_Voltage,LVDT2_Displacement
2025-04-27 00:01:44.516855,0.000000,-0.164313,-3.072601,-0.167208,-3.573851
2025-04-27 00:01:44.606458,0.050000,-0.176087,-3.306431,-0.172465,-3.688767
2025-04-27 00:01:44.638193,0.100000,-0.163345,-3.053382,-0.165458,-3.535591
2025-04-27 00:01:44.660158,0.150000,-0.171848,-3.222234,-0.178061,-3.811100
2025-04-27 00:01:44.688552,0.200000,-0.187517,-3.533436,-0.171295,-3.663195
2025-04-27 00:01:44.742405,0.250000,-0.178224,-3.348865,-0.183238,-3.924267
2025-04-27 00:01:44.776394,0.300000,-0.196998,-3.721727,-0.182104,-3.899484
2025-04-27 00:01:44.826257,0.350000,-0.199774,-3.776849,-0.187972,-4.027760
2025-04-27 00:01:44.871923,0.400000,-0.198707,-3.755662,-0.198468,-4.257190
2025-04-27 00:01:44.926822,0.450000,-0.208553,-3.951204,-0.208407,-4.474459
2025-04-27 00:01:44.973934,0.500000,-0.197122,-3.724182,-0.211019,-4.531559
2025-04-27 00:01:45.021949,0.550000,-0.217079,-4.120525,-0.221447,-4.759511
2025-04-27 00:01:45.061983,0.600000,-0.220700,-4.192453,-0.218283,-4.690344
2025-04-27 00:01:45.126728,0.650000,-0.212485,-4.029295,-0.224010,-4.815536
2025-04-27 00:01:45.176495,0.700000,-0.218321,-4.145201,-0.219709,-4.721529
2025-04-27 00:01:45.224939,0.750000,-0.221248,-4.203326,-0.234480,-5.044405
2025-04-27 00:01:45.276496,0.800000,-0.230078,-4.378695,-0.222920,-4.791713
2025-04-27 00:01:45.359955,0.850000,-0.240109,-4.577904,-0.229247,-4.930021
2025-04-27 00:01:45.504081,0.900000,-0.249117,-4.756804,-0.233784,-5.029194
2025-04-27 00:01:45.542068,0.950000,-0.251929,-4.812660,-0.243117,-5.233224
2025-04-27 00:01:45.586840,1.000000,-0.242622,-4.627810,-0.241283,-5.193118
2025-04-27 00:01:45.610114,1.050000,-0.253523,-4.844302,-0.248342,-5.347439
2025-04-27 00:01:45.641862,1.100000,-0.253930,-4.852395,-0.247880,-5.337328
2025-04-27 00:01:45.673885,1.150000,-0.238610,-4.548127,-0.245585,-5.287166
2025-04-27 00:01:45.705829,1.200000,-0.253607,-4.845980,-0.251136,-5.408520
2025-04-27 00:01:45.738019,1.250000,-0.256225,-4.897974,-0.251878,-5.424737
2025-04-27 00:01:45.785987,1.300000,-0.256593,-4.905282,-0.250805,-5.401273
2025-04-27 00:01:45.826500,1.350000,-0.242426,-4.623927,-0.255845,-5.511456
2025-04-27 00:01:45.890396,1.400000,-0.259638,-4.965759,-0.245944,-5.295007
2025-04-27 00:01:45.938716,1.450000,-0.253405,-4.841957,-0.258023,-5.559056
2025-04-27 00:01:45.986540,1.500000,-0.256356,-4.900563,-0.259627,-5.594133
2025-04-27 00:01:46.034579,1.550000,-0.258120,-4.935606,-0.249129,-5.364637
2025-04-27 00:01:46.081844,1.600000,-0.240591,-4.587474,-0.256381,-5.523173
2025-04-27 00:01:46.141369,1.650000,-0.252927,-4.832478,-0.246561,-5.308499
2025-04-27 00:01:46.178527,1.700000,-0.255123,-4.876084,-0.249912,-5.381762
2025-04-27 00:01:46.236039,1.750000,-0.240587,-4.587390,-0.251487,-5.416193
2025-04-27 00:01:46.276499,1.800000,-0.234604,-4.468573,-0.246390,-5.304776
2025-04-27 00:01:46.367925,1.850000,-0.244402,-4.663173,-0.235749,-5.072158
2025-04-27 00:01:46.473921,1.900000,-0.246106,-4.697006,-0.238866,-5.140300
2025-04-27 00:01:46.505845,1.950000,-0.238606,-4.548053,-0.229676,-4.939393
2025-04-27 00:01:46.543276,2.000000,-0.234589,-4.468271,-0.225903,-4.856924
2025-04-27 00:01:46.576675,2.050000,-0.232088,-4.418607,-0.231579,-4.980990
2025-04-27 00:01:46.593669,2.100000,-0.220006,-4.178664,-0.221453,-4.759642
2025-04-27 00:01:46.626816,2.150000,-0.224255,-4.263053,-0.232221,-4.995037
2025-04-27 00:01:46.667997,2.200000,-0.222817,-4.234491,-0.222498,-4.782488
2025-04-27 00:01:46.741619,2.250000,-0.209492,-3.969853,-0.210762,-4.525944
2025-04-27 00:01:46.771925,2.300000,-0.207940,-3.939025,-0.204740,-4.394296
2025-04-27 00:01:46.827859,2.350000,-0.209206,-3.964171,-0.214098,-4.598861
2025-04-27 00:01:46.863903,2.400000,-0.210224,-3.984400,-0.215626,-4.632265
2025-04-27 00:01:46.913999,2.450000,-0.208259,-3.945356,-0.206013,-4.422132
2025-04-27 00:01:46.974802,2.500000,-0.193284,-3.647969,-0.204572,-4.390617
2025-04-27 00:01:47.027246,2.550000,-0.191190,-3.606378,-0.188375,-4.036558
2025-04-27 00:01:47.075509,2.600000,-0.193236,-3.647012,-0.178409,-3.818701
2025-04-27 00:01:47.140514,2.650000,-0.174885,-3.282562,-0.184868,-3.959896
2025-04-27 00:01:47.188517,2.700000,-0.168542,-3.156584,-0.176632,-3.779854
2025-04-27 00:01:47.236715,2.750000,-0.166791,-3.121818,-0.158105,-3.374858
2025-04-27 00:01:47.284509,2.800000,-0.164050,-3.067381,-0.162506,-3.471070
2025-04-27 00:01:47.342812,2.850000,-0.154846,-2.884590,-0.152081,-3.243165
2025-04-27 00:01:47.422340,2.900000,-0.152154,-2.831115,-0.150051,-3.198797
2025-04-27 00:01:47.454288,2.950000,-0.137670,-2.543473,-0.141091,-3.002939
2025-04-27 00:01:47.486252,3.000000,-0.138176,-2.553516,-0.140511,-2.990256
2025-04-27 00:01:47.566530,3.050000,-0.133093,-2.452562,-0.116808,-2.472099
2025-04-27 00:01:47.607006,3.100000,-0.126502,-2.321668,-0.127458,-2.704913
2025-04-27 00:01:47.624990,3.150000,-0.113707,-2.067553,-0.113842,-2.407260
2025-04-27 00:01:47.688974,3.200000,-0.106320,-1.920856,-0.111762,-2.361809
2025-04-27 00:01:47.736623,3.250000,-0.107468,-1.943650,-0.094551,-1.985571
2025-04-27 00:01:47.784551,3.300000,-0.087858,-1.554196,-0.093855,-1.970349
2025-04-27 00:01:47.825474,3.350000,-0.096798,-1.731741,-0.098611,-2.074318
2025-04-27 00:01:47.890956,3.400000,-0.076647,-1.331552,-0.073951,-1.535247
2025-04-27 00:01:47.938882,3.450000,-0.071839,-1.236055,-0.073783,-1.531584
2025-04-27 00:01:47.986850,3.500000,-0.076215,-1.322964,-0.073363,-1.522401
