Timestamp,Time,LVDT1_Voltage,LVDT1_Displacement,LVDT2_Voltage,LVDT2_Displacement
2025-04-26 23:59:35.643260,0.000000,-0.246994,-4.714635,-0.244842,-5.270937
2025-04-26 23:59:35.691229,0.050000,-0.245176,-4.678540,-0.253523,-5.460692
2025-04-26 23:59:35.738953,0.100000,-0.247975,-4.734120,-0.239470,-5.153492
2025-04-26 23:59:35.787271,0.150000,-0.253967,-4.853130,-0.257968,-5.557860
2025-04-26 23:59:35.841972,0.200000,-0.253756,-4.848942,-0.259095,-5.582491
2025-04-26 23:59:35.890214,0.250000,-0.250961,-4.793428,-0.254750,-5.487524
2025-04-26 23:59:35.938114,0.300000,-0.257731,-4.927875,-0.245491,-5.285106
2025-04-26 23:59:35.986053,0.350000,-0.252142,-4.816883,-0.245736,-5.290463
2025-04-26 23:59:36.034107,0.400000,-0.256139,-4.896256,-0.256474,-5.525202
2025-04-26 23:59:36.093173,0.450000,-0.240248,-4.580667,-0.239448,-5.153019
2025-04-26 23:59:36.141037,0.500000,-0.240834,-4.592299,-0.240100,-5.167275
2025-04-26 23:59:36.188486,0.550000,-0.247016,-4.715083,-0.246997,-5.318045
2025-04-26 23:59:36.236791,0.600000,-0.245337,-4.681733,-0.250234,-5.388798
2025-04-26 23:59:36.284825,0.650000,-0.249698,-4.768351,-0.244288,-5.258825
2025-04-26 23:59:36.373469,0.700000,-0.242164,-4.618711,-0.245949,-5.295127
2025-04-26 23:59:36.436912,0.750000,-0.246034,-4.695583,-0.229945,-4.945269
2025-04-26 23:59:36.516383,0.800000,-0.240533,-4.586317,-0.226163,-4.862605
2025-04-26 23:59:36.558333,0.850000,-0.222623,-4.230630,-0.222233,-4.776697
2025-04-26 23:59:36.576594,0.900000,-0.231813,-4.413154,-0.221699,-4.765031
2025-04-26 23:59:36.584904,0.950000,-0.226810,-4.313798,-0.221945,-4.770390
2025-04-26 23:59:36.626743,1.000000,-0.219615,-4.170887,-0.218026,-4.684723
2025-04-26 23:59:36.690968,1.050000,-0.218753,-4.153785,-0.214455,-4.606669
2025-04-26 23:59:36.738729,1.100000,-0.226288,-4.303420,-0.219297,-4.712512
2025-04-26 23:59:36.787051,1.150000,-0.207878,-3.937789,-0.204257,-4.383735
2025-04-26 23:59:36.825851,1.200000,-0.208251,-3.945209,-0.211321,-4.538167
2025-04-26 23:59:36.890781,1.250000,-0.199188,-3.765223,-0.195598,-4.194456
2025-04-26 23:59:36.938996,1.300000,-0.208761,-3.955337,-0.200138,-4.293693
2025-04-26 23:59:36.987558,1.350000,-0.197095,-3.723655,-0.192468,-4.126028
2025-04-26 23:59:37.036042,1.400000,-0.196468,-3.711201,-0.179658,-3.846001
2025-04-26 23:59:37.084056,1.450000,-0.194660,-3.675299,-0.186899,-4.004294
2025-04-26 23:59:37.142193,1.500000,-0.189697,-3.576731,-0.170182,-3.638867
2025-04-26 23:59:37.190024,1.550000,-0.168891,-3.163520,-0.179683,-3.846560
2025-04-26 23:59:37.238295,1.600000,-0.171577,-3.216854,-0.171856,-3.675462
2025-04-26 23:59:37.286334,1.650000,-0.163898,-3.064351,-0.160945,-3.436942
2025-04-26 23:59:37.326740,1.700000,-0.150787,-2.803965,-0.163427,-3.491198
2025-04-26 23:59:37.437893,1.750000,-0.141867,-2.626823,-0.135561,-2.882035
2025-04-26 23:59:37.517432,1.800000,-0.130659,-2.404223,-0.129100,-2.740808
2025-04-26 23:59:37.565450,1.850000,-0.135936,-2.509028,-0.126007,-2.673194
2025-04-26 23:59:37.580607,1.900000,-0.127113,-2.333804,-0.120539,-2.553671
2025-04-26 23:59:37.598450,1.950000,-0.127551,-2.342505,-0.130502,-2.771462
2025-04-26 23:59:37.642393,2.000000,-0.124866,-2.289176,-0.120143,-2.545007
2025-04-26 23:59:37.690269,2.050000,-0.118140,-2.155596,-0.117673,-2.491006
2025-04-26 23:59:37.738230,2.100000,-0.113941,-2.072215,-0.103535,-2.181955
2025-04-26 23:59:37.786123,2.150000,-0.100467,-1.804625,-0.099251,-2.088318
2025-04-26 23:59:37.825854,2.200000,-0.086406,-1.525362,-0.086803,-1.816197
2025-04-26 23:59:37.890792,2.250000,-0.078351,-1.365390,-0.071603,-1.483933
2025-04-26 23:59:37.938772,2.300000,-0.075431,-1.307399,-0.081528,-1.700877
2025-04-26 23:59:37.987104,2.350000,-0.072887,-1.256877,-0.070596,-1.461915
2025-04-26 23:59:38.035038,2.400000,-0.058286,-0.966899,-0.048763,-0.984633
2025-04-26 23:59:38.083025,2.450000,-0.052829,-0.858531,-0.046495,-0.935071
2025-04-26 23:59:38.142001,2.500000,-0.046581,-0.734443,-0.045510,-0.913541
2025-04-26 23:59:38.189499,2.550000,-0.036370,-0.531641,-0.030878,-0.593678
2025-04-26 23:59:38.237791,2.600000,-0.022740,-0.260954,-0.017117,-0.292868
2025-04-26 23:59:38.285830,2.650000,-0.029084,-0.386947,-0.018584,-0.324935
2025-04-26 23:59:38.326730,2.700000,-0.005482,0.081795,-0.007887,-0.091099
2025-04-26 23:59:38.420961,2.750000,0.002851,0.247272,0.008760,0.272813
2025-04-26 23:59:38.484436,2.800000,0.011259,0.414260,0.018923,0.494974
2025-04-26 23:59:38.516268,2.850000,0.022728,0.642037,0.019946,0.517341
2025-04-26 23:59:38.565813,2.900000,0.021170,0.611095,0.026711,0.665210
2025-04-26 23:59:38.576678,2.950000,0.032309,0.832316,0.029808,0.732917
2025-04-26 23:59:38.641620,3.000000,0.032956,0.845160,0.029368,0.723295
2025-04-26 23:59:38.689188,3.050000,0.039076,0.966715,0.040216,0.960432
2025-04-26 23:59:38.737068,3.100000,0.055340,1.289708,0.057546,1.339274
2025-04-26 23:59:38.785065,3.150000,0.056251,1.307799,0.062258,1.442277
2025-04-26 23:59:38.825562,3.200000,0.068471,1.550500,0.058997,1.371002
2025-04-26 23:59:38.890972,3.250000,0.068016,1.541462,0.071291,1.639730
2025-04-26 23:59:38.938416,3.300000,0.088501,1.948292,0.087850,2.001728
2025-04-26 23:59:38.986555,3.350000,0.089069,1.959570,0.094664,2.150663
2025-04-26 23:59:39.034456,3.400000,0.100425,2.185105,0.104445,2.364476
2025-04-26 23:59:39.082567,3.450000,0.096135,2.099908,0.097653,2.216005
2025-04-26 23:59:39.142263,3.500000,0.108480,2.345071,0.121174,2.730187
2025-04-26 23:59:39.190495,3.550000,0.123029,2.634009,0.117574,2.651479
2025-04-26 23:59:39.238479,3.600000,0.125643,2.685936,0.115564,2.607549
2025-04-26 23:59:39.286834,3.650000,0.123822,2.649764,0.133337,2.996064
2025-04-26 23:59:39.310103,3.700000,0.127720,2.727176,0.130443,2.932796
2025-04-26 23:59:39.404726,3.750000,0.145530,3.080879,0.154313,3.454608
2025-04-26 23:59:39.452385,3.800000,0.154485,3.258727,0.155521,3.481013
2025-04-26 23:59:39.484035,3.850000,0.155627,3.281411,0.154825,3.465803
2025-04-26 23:59:39.563095,3.900000,0.169564,3.558200,0.173520,3.874458
2025-04-26 23:59:39.591130,3.950000,0.164333,3.454311,0.170065,3.798937
2025-04-26 23:59:39.641971,4.000000,0.179527,3.756060,0.183398,4.090390
2025-04-26 23:59:39.690777,4.050000,0.187712,3.918624,0.176356,3.936458
2025-04-26 23:59:39.738757,4.100000,0.187319,3.910819,0.188466,4.201177
2025-04-26 23:59:39.786561,4.150000,0.185550,3.875685,0.191883,4.275874
2025-04-26 23:59:39.827082,4.200000,0.188504,3.934343,0.185750,4.141811
2025-04-26 23:59:39.891271,4.250000,0.205715,4.276159,0.194688,4.337206
2025-04-26 23:59:39.939505,4.300000,0.204730,4.256592,0.200660,4.467754
2025-04-26 23:59:39.987028,4.350000,0.203882,4.239750,0.205749,4.578995
2025-04-26 23:59:40.035035,4.400000,0.203438,4.230933,0.207055,4.607547
2025-04-26 23:59:40.083574,4.450000,0.208965,4.340712,0.219873,4.887750
2025-04-26 23:59:40.126506,4.500000,0.212813,4.417124,0.222213,4.938893
2025-04-26 23:59:40.190090,4.550000,0.222358,4.606688,0.227789,5.060794
2025-04-26 23:59:40.238295,4.600000,0.231519,4.788619,0.226358,5.029503
2025-04-26 23:59:40.286336,4.650000,0.220612,4.572022,0.231996,5.152758
2025-04-26 23:59:40.342399,4.700000,0.233849,4.834893,0.236471,5.250581
2025-04-26 23:59:40.486008,4.750000,0.246384,5.083836,0.241846,5.368075
2025-04-26 23:59:40.517626,4.800000,0.239910,4.955281,0.232954,5.173686
2025-04-26 23:59:40.558529,4.850000,0.246085,5.077899,0.249400,5.533213
2025-04-26 23:59:40.591626,4.900000,0.245638,5.069024,0.253173,5.615683
2025-04-26 23:59:40.601504,4.950000,0.244153,5.039533,0.236404,5.249119
2025-04-26 23:59:40.626580,5.000000,0.238087,4.919070,0.240779,5.344746
2025-04-26 23:59:40.691650,5.050000,0.247176,5.099570,0.247155,5.484136
2025-04-26 23:59:40.739855,5.100000,0.255852,5.271881,0.250109,5.548696
2025-04-26 23:59:40.788082,5.150000,0.245838,5.072996,0.253735,5.627973
2025-04-26 23:59:40.827104,5.200000,0.253055,5.216335,0.256244,5.682817
2025-04-26 23:59:40.892128,5.250000,0.248900,5.133820,0.245185,5.441067
2025-04-26 23:59:40.940317,5.300000,0.254309,5.241234,0.245344,5.444537
2025-04-26 23:59:40.988202,5.350000,0.257184,5.298337,0.249919,5.544557
2025-04-26 23:59:41.036554,5.400000,0.245917,5.074573,0.246241,5.464155
2025-04-26 23:59:41.084560,5.450000,0.241996,4.996699,0.247612,5.494108
2025-04-26 23:59:41.126505,5.500000,0.252670,5.208677,0.257517,5.710637
2025-04-26 23:59:41.191043,5.550000,0.244535,5.047121,0.253809,5.629575
2025-04-26 23:59:41.238984,5.600000,0.252567,5.206647,0.238271,5.289922
2025-04-26 23:59:41.287330,5.650000,0.234776,4.853307,0.242749,5.387801
2025-04-26 23:59:41.373849,5.700000,0.235111,4.859957,0.241262,5.355315
2025-04-26 23:59:41.469144,5.750000,0.243849,5.033509,0.242363,5.379383
2025-04-26 23:59:41.559878,5.800000,0.239628,4.949676,0.231594,5.143962
2025-04-26 23:59:41.576418,5.850000,0.236456,4.886684,0.234634,5.210422
2025-04-26 23:59:41.593332,5.900000,0.230615,4.770676,0.222170,4.937944
2025-04-26 23:59:41.609964,5.950000,0.228622,4.731101,0.220695,4.905707
2025-04-26 23:59:41.616912,6.000000,0.227656,4.711898,0.221243,4.917693
2025-04-26 23:59:41.691706,6.050000,0.211662,4.394273,0.213545,4.749407
2025-04-26 23:59:41.739192,6.100000,0.214781,4.456218,0.217270,4.830839
2025-04-26 23:59:41.787425,6.150000,0.208307,4.327627,0.208793,4.645542
2025-04-26 23:59:41.826506,6.200000,0.199964,4.161950,0.213471,4.747793
2025-04-26 23:59:41.890974,6.250000,0.206760,4.296916,0.203713,4.534479
2025-04-26 23:59:41.938906,6.300000,0.193200,4.027602,0.195096,4.346123
2025-04-26 23:59:41.987034,6.350000,0.188785,3.939935,0.197518,4.399060
2025-04-26 23:59:42.035046,6.400000,0.193920,4.041918,0.192585,4.291237
2025-04-26 23:59:42.082917,6.450000,0.190473,3.973457,0.183599,4.094782
2025-04-26 23:59:42.141001,6.500000,0.173597,3.638303,0.177068,3.952025
2025-04-26 23:59:42.188496,6.550000,0.167582,3.518836,0.165856,3.706923
2025-04-26 23:59:42.236292,6.600000,0.179194,3.749446,0.160731,3.594891
2025-04-26 23:59:42.284344,6.650000,0.160063,3.369508,0.152550,3.416057
2025-04-26 23:59:42.412755,6.700000,0.154378,3.256604,0.142247,3.190841
2025-04-26 23:59:42.453103,6.750000,0.135229,2.876306,0.141655,3.177899
2025-04-26 23:59:42.546719,6.800000,0.133631,2.844563,0.134456,3.020529
2025-04-26 23:59:42.574310,6.850000,0.118635,2.546750,0.123187,2.774180
2025-04-26 23:59:42.579800,6.900000,0.132553,2.823155,0.127133,2.860446
2025-04-26 23:59:42.609153,6.950000,0.122646,2.626400,0.119486,2.693285
2025-04-26 23:59:42.626823,7.000000,0.113562,2.445990,0.120864,2.723403
2025-04-26 23:59:42.690275,7.050000,0.105104,2.278023,0.114520,2.584734
2025-04-26 23:59:42.738086,7.100000,0.103129,2.238804,0.097656,2.216073
2025-04-26 23:59:42.786062,7.150000,0.107130,2.318268,0.087073,1.984744
2025-04-26 23:59:42.825873,7.200000,0.090503,1.988046,0.085845,1.957899
2025-04-26 23:59:42.891252,7.250000,0.082152,1.822199,0.073969,1.698283
2025-04-26 23:59:42.939088,7.300000,0.074206,1.664385,0.065153,1.505567
2025-04-26 23:59:42.987192,7.350000,0.061620,1.414425,0.070263,1.617267
2025-04-26 23:59:43.035565,7.400000,0.052207,1.227485,0.059297,1.377560
2025-04-26 23:59:43.084030,7.450000,0.044404,1.072523,0.047190,1.112902
2025-04-26 23:59:43.142002,7.500000,0.050696,1.197480,0.045620,1.078580
2025-04-26 23:59:43.190033,7.550000,0.027591,0.738621,0.028163,0.696971
2025-04-26 23:59:43.238302,7.600000,0.023455,0.656483,0.025764,0.644519
2025-04-26 23:59:43.286330,7.650000,0.026246,0.711896,0.027637,0.685470
2025-04-26 23:59:43.405300,7.700000,0.009567,0.380664,0.005216,0.195333
2025-04-26 23:59:43.484210,7.750000,0.000680,0.204161,-0.012200,-0.185381
2025-04-26 23:59:43.544700,7.800000,-0.023112,-0.268354,-0.023117,-0.424020
2025-04-26 23:59:43.575571,7.850000,-0.025573,-0.317215,-0.034612,-0.675301
2025-04-26 23:59:43.593774,7.900000,-0.021113,-0.228652,-0.022348,-0.407200
2025-04-26 23:59:43.625026,7.950000,-0.028417,-0.373695,-0.034148,-0.665148
2025-04-26 23:59:43.642128,8.000000,-0.028088,-0.367162,-0.034015,-0.662251
2025-04-26 23:59:43.690880,8.050000,-0.043136,-0.666019,-0.045187,-0.906476
2025-04-26 23:59:43.738810,8.100000,-0.045942,-0.721756,-0.048785,-0.985127
2025-04-26 23:59:43.787065,8.150000,-0.055131,-0.904249,-0.052741,-1.071604
