Timestamp,Time,Accel1_X,Accel1_Y,Accel1_Z,Accel1_Magnitude,Accel2_X,Accel2_Y,Accel2_Z,Accel2_Magnitude
2025-04-26 23:56:21.753902,0.000000,0.000006,0.000955,0.000532,0.001093,0.000434,0.000623,-0.000318,0.000823
2025-04-26 23:56:21.753902,0.010000,0.000006,0.000955,0.000532,0.001093,0.000434,0.000623,-0.000318,0.000823
2025-04-26 23:56:21.785993,0.020000,-0.000441,0.000588,0.001110,0.001331,-0.000006,0.000989,0.000490,0.001104
2025-04-26 23:56:21.785993,0.030000,-0.000441,0.000588,0.001110,0.001331,-0.000006,0.000989,0.000490,0.001104
2025-04-26 23:56:21.785993,0.040000,-0.000441,0.000588,0.001110,0.001331,-0.000006,0.000989,0.000490,0.001104
2025-04-26 23:56:21.793738,0.050000,0.000254,-0.000114,-0.001080,0.001115,0.000126,-0.000539,-0.000349,0.000655
2025-04-26 23:56:21.809843,0.060000,-0.000440,-0.000750,0.000164,0.000885,0.000301,-0.000850,-0.000306,0.000952
2025-04-26 23:56:21.826499,0.070000,-0.000651,-0.000453,-0.000112,0.000801,0.000376,-0.000171,-0.000918,0.001007
2025-04-26 23:56:21.826499,0.080000,-0.000651,-0.000453,-0.000112,0.000801,0.000376,-0.000171,-0.000918,0.001007
2025-04-26 23:56:21.842303,0.090000,0.000367,-0.000030,0.001157,0.001215,-0.000465,-0.000717,0.000197,0.000877
2025-04-26 23:56:21.842303,0.100000,0.000367,-0.000030,0.001157,0.001215,-0.000465,-0.000717,0.000197,0.000877
2025-04-26 23:56:21.858152,0.110000,0.000734,-0.000431,0.000312,0.000906,-0.000608,-0.000204,-0.000288,0.000703
2025-04-26 23:56:21.889878,0.120000,-0.000684,-0.000047,-0.000039,0.000687,0.000749,-0.000245,0.000402,0.000885
2025-04-26 23:56:21.889878,0.130000,-0.000684,-0.000047,-0.000039,0.000687,0.000749,-0.000245,0.000402,0.000885
2025-04-26 23:56:21.889878,0.140000,-0.000684,-0.000047,-0.000039,0.000687,0.000749,-0.000245,0.000402,0.000885
2025-04-26 23:56:21.905898,0.150000,-0.000046,0.000505,-0.000728,0.000887,-0.000179,0.000598,0.000559,0.000838
2025-04-26 23:56:21.905898,0.160000,-0.000046,0.000505,-0.000728,0.000887,-0.000179,0.000598,0.000559,0.000838
2025-04-26 23:56:21.938074,0.170000,0.000181,0.000172,-0.000850,0.000885,-0.000043,0.000526,-0.000752,0.000919
2025-04-26 23:56:21.938074,0.180000,0.000181,0.000172,-0.000850,0.000885,-0.000043,0.000526,-0.000752,0.000919
2025-04-26 23:56:21.938074,0.190000,0.000181,0.000172,-0.000850,0.000885,-0.000043,0.000526,-0.000752,0.000919
2025-04-26 23:56:21.953898,0.200000,0.000004,0.000955,0.000531,0.001093,0.000436,0.000622,-0.000317,0.000823
2025-04-26 23:56:21.953898,0.210000,0.000004,0.000955,0.000531,0.001093,0.000436,0.000622,-0.000317,0.000823
2025-04-26 23:56:21.986056,0.220000,-0.000458,0.000578,0.001121,0.001341,0.000014,0.000989,0.000509,0.001112
2025-04-26 23:56:21.986056,0.230000,-0.000458,0.000578,0.001121,0.001341,0.000014,0.000989,0.000509,0.001112
2025-04-26 23:56:21.986056,0.240000,-0.000458,0.000578,0.001121,0.001341,0.000014,0.000989,0.000509,0.001112
2025-04-26 23:56:22.001929,0.250000,0.000033,0.000540,0.000321,0.000629,-0.000182,0.000229,0.000001,0.000293
2025-04-26 23:56:22.001929,0.260000,0.000033,0.000540,0.000321,0.000629,-0.000182,0.000229,0.000001,0.000293
2025-04-26 23:56:22.034080,0.270000,0.000178,0.000582,-0.000343,0.000699,0.000038,0.000576,0.000293,0.000647
2025-04-26 23:56:22.034080,0.280000,0.000178,0.000582,-0.000343,0.000699,0.000038,0.000576,0.000293,0.000647
2025-04-26 23:56:22.034080,0.290000,0.000178,0.000582,-0.000343,0.000699,0.000038,0.000576,0.000293,0.000647
2025-04-26 23:56:22.049843,0.300000,-0.000751,-0.000340,-0.000988,0.001287,0.000653,-0.000019,0.000119,0.000664
2025-04-26 23:56:22.065906,0.310000,-0.000372,-0.000034,-0.000130,0.000396,0.000173,0.000550,-0.000205,0.000612
2025-04-26 23:56:22.065906,0.320000,-0.000372,-0.000034,-0.000130,0.000396,0.000173,0.000550,-0.000205,0.000612
2025-04-26 23:56:22.093165,0.330000,0.000121,-0.000059,-0.001165,0.001172,0.000259,-0.000639,-0.000316,0.000759
2025-04-26 23:56:22.093165,0.340000,0.000121,-0.000059,-0.001165,0.001172,0.000259,-0.000639,-0.000316,0.000759
2025-04-26 23:56:22.093165,0.350000,0.000121,-0.000059,-0.001165,0.001172,0.000259,-0.000639,-0.000316,0.000759
2025-04-26 23:56:22.108917,0.360000,-0.000334,-0.000640,-0.000056,0.000724,0.000135,-0.000534,0.000037,0.000552
2025-04-26 23:56:22.140868,0.370000,0.000325,-0.000056,0.000638,0.000718,-0.000305,-0.000563,-0.000134,0.000654
2025-04-26 23:56:22.140868,0.380000,0.000325,-0.000056,0.000638,0.000718,-0.000305,-0.000563,-0.000134,0.000654
2025-04-26 23:56:22.140868,0.390000,0.000325,-0.000056,0.000638,0.000718,-0.000305,-0.000563,-0.000134,0.000654
2025-04-26 23:56:22.140868,0.400000,0.000325,-0.000056,0.000638,0.000718,-0.000305,-0.000563,-0.000134,0.000654
2025-04-26 23:56:22.156664,0.410000,0.000676,0.000178,0.000677,0.000973,-0.000346,0.000397,-0.000554,0.000764
2025-04-26 23:56:22.188644,0.420000,-0.000797,0.000073,0.000646,0.001029,0.000659,0.000285,0.000679,0.000988
2025-04-26 23:56:22.188644,0.430000,-0.000797,0.000073,0.000646,0.001029,0.000659,0.000285,0.000679,0.000988
2025-04-26 23:56:22.188644,0.440000,-0.000797,0.000073,0.000646,0.001029,0.000659,0.000285,0.000679,0.000988
2025-04-26 23:56:22.204456,0.450000,-0.000009,0.000914,-0.000629,0.001109,-0.000188,0.000683,0.000405,0.000816
2025-04-26 23:56:22.204456,0.460000,-0.000009,0.000914,-0.000629,0.001109,-0.000188,0.000683,0.000405,0.000816
2025-04-26 23:56:22.236783,0.470000,0.000169,0.000445,-0.001124,0.001221,-0.000006,0.000918,-0.000689,0.001148
2025-04-26 23:56:22.236783,0.480000,0.000169,0.000445,-0.001124,0.001221,-0.000006,0.000918,-0.000689,0.001148
2025-04-26 23:56:22.236783,0.490000,0.000169,0.000445,-0.001124,0.001221,-0.000006,0.000918,-0.000689,0.001148
2025-04-26 23:56:22.252643,0.500000,-0.000366,0.000779,0.000047,0.000862,0.000699,0.000381,-0.000104,0.000803
2025-04-26 23:56:22.252643,0.510000,-0.000366,0.000779,0.000047,0.000862,0.000699,0.000381,-0.000104,0.000803
2025-04-26 23:56:22.284812,0.520000,-0.000104,0.000659,0.000736,0.000993,-0.000354,0.000820,0.000032,0.000893
2025-04-26 23:56:22.284812,0.530000,-0.000104,0.000659,0.000736,0.000993,-0.000354,0.000820,0.000032,0.000893
2025-04-26 23:56:22.284812,0.540000,-0.000104,0.000659,0.000736,0.000993,-0.000354,0.000820,0.000032,0.000893
2025-04-26 23:56:22.300899,0.550000,0.000098,0.000100,0.000752,0.000765,-0.000220,0.000060,-0.000088,0.000244
2025-04-26 23:56:22.302435,0.560000,0.000015,0.000718,0.000091,0.000724,-0.000174,0.000335,0.000066,0.000384
2025-04-26 23:56:22.326679,0.570000,-0.000658,-0.000529,-0.000051,0.000846,0.000404,-0.000203,-0.000847,0.000960
2025-04-26 23:56:22.326679,0.580000,-0.000658,-0.000529,-0.000051,0.000846,0.000404,-0.000203,-0.000847,0.000960
2025-04-26 23:56:22.357708,0.590000,0.000744,-0.000269,0.000435,0.000902,-0.000552,-0.000008,-0.000400,0.000682
2025-04-26 23:56:22.357708,0.600000,0.000744,-0.000269,0.000435,0.000902,-0.000552,-0.000008,-0.000400,0.000682
2025-04-26 23:56:22.357708,0.610000,0.000744,-0.000269,0.000435,0.000902,-0.000552,-0.000008,-0.000400,0.000682
2025-04-26 23:56:22.437048,0.620000,0.000169,0.000389,-0.001104,0.001183,-0.000010,0.000862,-0.000728,0.001129
2025-04-26 23:56:22.437048,0.630000,0.000169,0.000389,-0.001104,0.001183,-0.000010,0.000862,-0.000728,0.001129
2025-04-26 23:56:22.437048,0.640000,0.000169,0.000389,-0.001104,0.001183,-0.000010,0.000862,-0.000728,0.001129
2025-04-26 23:56:22.437048,0.650000,0.000169,0.000389,-0.001104,0.001183,-0.000010,0.000862,-0.000728,0.001129
