Timestamp,Time,LVDT1_Voltage,LVDT1_Displacement,LVDT2_Voltage,LVDT2_Displacement
2025-04-26 23:56:21.785993,0.000000,0.207458,4.310783,0.207747,4.622672
2025-04-26 23:56:21.826499,0.050000,0.208376,4.329008,0.218959,4.867772
2025-04-26 23:56:21.889878,0.100000,0.195520,4.073676,0.209101,4.652276
2025-04-26 23:56:21.938074,0.150000,0.205205,4.266027,0.208960,4.649192
2025-04-26 23:56:21.986056,0.200000,0.191865,4.001106,0.191337,4.263941
2025-04-26 23:56:22.034080,0.250000,0.195149,4.066320,0.180615,4.029559
2025-04-26 23:56:22.093165,0.300000,0.183928,3.843474,0.182996,4.081619
2025-04-26 23:56:22.140868,0.350000,0.171005,3.586809,0.172450,3.851077
2025-04-26 23:56:22.188644,0.400000,0.174624,3.658694,0.180749,4.032486
2025-04-26 23:56:22.236783,0.450000,0.171764,3.601888,0.163533,3.656160
2025-04-26 23:56:22.284812,0.500000,0.157192,3.312482,0.152085,3.405906
2025-04-26 23:56:22.326679,0.550000,0.163110,3.430031,0.152953,3.424863
2025-04-26 23:56:22.437048,0.600000,0.144104,3.052564,0.147810,3.312451
2025-04-26 23:56:22.532160,0.650000,0.140200,2.975028,0.134761,3.027194
2025-04-26 23:56:22.560196,0.700000,0.123561,2.644571,0.117588,2.651785
2025-04-26 23:56:22.584003,0.750000,0.122002,2.613609,0.129816,2.919093
2025-04-26 23:56:22.609978,0.800000,0.119934,2.572542,0.117608,2.652228
2025-04-26 23:56:22.640912,0.850000,0.121079,2.595288,0.116183,2.621074
2025-04-26 23:56:22.688889,0.900000,0.110805,2.391244,0.112038,2.530459
2025-04-26 23:56:22.737043,0.950000,0.106834,2.312380,0.092117,2.095001
2025-04-26 23:56:22.784995,1.000000,0.102192,2.220200,0.098943,2.244214
2025-04-26 23:56:22.836064,1.050000,0.087991,1.938160,0.093506,2.125359
2025-04-26 23:56:22.890147,1.100000,0.084075,1.860393,0.080171,1.833851
2025-04-26 23:56:22.938065,1.150000,0.067865,1.538453,0.068375,1.575996
2025-04-26 23:56:22.986014,1.200000,0.069563,1.572176,0.067935,1.566374
2025-04-26 23:56:23.034015,1.250000,0.053343,1.250044,0.066369,1.532136
2025-04-26 23:56:23.081839,1.300000,0.061382,1.409705,0.045369,1.073076
2025-04-26 23:56:23.141054,1.350000,0.049634,1.176388,0.040858,0.974484
2025-04-26 23:56:23.188977,1.400000,0.032823,0.842517,0.035292,0.852812
2025-04-26 23:56:23.237292,1.450000,0.038285,0.950991,0.023420,0.593276
2025-04-26 23:56:23.285309,1.500000,0.024683,0.680863,0.018325,0.481913
2025-04-26 23:56:23.358258,1.550000,0.009942,0.388112,0.015489,0.419909
2025-04-26 23:56:23.422154,1.600000,0.012896,0.446767,-0.011075,-0.160792
2025-04-26 23:56:23.517792,1.650000,-0.012640,-0.060363,-0.026139,-0.490074
2025-04-26 23:56:23.592447,1.700000,-0.024805,-0.301970,-0.020256,-0.361483
2025-04-26 23:56:23.624022,1.750000,-0.031321,-0.431370,-0.033201,-0.644463
2025-04-26 23:56:23.658293,1.800000,-0.031408,-0.433103,-0.035263,-0.689535
2025-04-26 23:56:23.691492,1.850000,-0.037684,-0.557742,-0.037207,-0.732016
2025-04-26 23:56:23.723384,1.900000,-0.047467,-0.752027,-0.041645,-0.829040
2025-04-26 23:56:23.755211,1.950000,-0.049868,-0.799724,-0.054901,-1.118808
2025-04-26 23:56:23.787521,2.000000,-0.062247,-1.045564,-0.062636,-1.287905
2025-04-26 23:56:23.826500,2.050000,-0.061492,-1.030578,-0.073100,-1.516649
2025-04-26 23:56:23.876317,2.100000,-0.067627,-1.152404,-0.064122,-1.320396
2025-04-26 23:56:23.940585,2.150000,-0.082681,-1.451394,-0.079753,-1.662077
2025-04-26 23:56:23.988327,2.200000,-0.085359,-1.504571,-0.080496,-1.678333
2025-04-26 23:56:24.036526,2.250000,-0.101430,-1.823750,-0.089113,-1.866682
2025-04-26 23:56:24.084564,2.300000,-0.095812,-1.712170,-0.108593,-2.292518
2025-04-26 23:56:24.132483,2.350000,-0.101226,-1.819690,-0.107927,-2.277963
2025-04-26 23:56:24.191979,2.400000,-0.111485,-2.023440,-0.113004,-2.388958
2025-04-26 23:56:24.239977,2.450000,-0.126396,-2.319559,-0.128852,-2.735396
2025-04-26 23:56:24.288330,2.500000,-0.139157,-2.572990,-0.134004,-2.848019
2025-04-26 23:56:24.325232,2.550000,-0.128330,-2.357979,-0.128984,-2.738272
2025-04-26 23:56:24.468776,2.600000,-0.157843,-2.944098,-0.148401,-3.162720
2025-04-26 23:56:24.500451,2.650000,-0.162917,-3.044883,-0.160818,-3.434170
2025-04-26 23:56:24.541875,2.700000,-0.159017,-2.967427,-0.163910,-3.501760
2025-04-26 23:56:24.560017,2.750000,-0.165669,-3.099520,-0.162397,-3.468689
2025-04-26 23:56:24.590770,2.800000,-0.170890,-3.203215,-0.160198,-3.420604
2025-04-26 23:56:24.642168,2.850000,-0.172738,-3.239918,-0.174055,-3.723530
2025-04-26 23:56:24.689765,2.900000,-0.187809,-3.539219,-0.173055,-3.701669
2025-04-26 23:56:24.738020,2.950000,-0.186973,-3.522621,-0.191367,-4.101975
2025-04-26 23:56:24.785702,3.000000,-0.179049,-3.365252,-0.198281,-4.253108
2025-04-26 23:56:24.825806,3.050000,-0.200233,-3.785968,-0.194348,-4.167136
2025-04-26 23:56:24.891261,3.100000,-0.190944,-3.601494,-0.197473,-4.235442
2025-04-26 23:56:24.939360,3.150000,-0.210061,-3.981145,-0.195291,-4.187739
2025-04-26 23:56:24.987355,3.200000,-0.199578,-3.772966,-0.210900,-4.528957
2025-04-26 23:56:25.035539,3.250000,-0.222005,-4.218364,-0.207943,-4.464319
2025-04-26 23:56:25.084022,3.300000,-0.206747,-3.915342,-0.210376,-4.517509
2025-04-26 23:56:25.141708,3.350000,-0.215219,-4.083593,-0.229916,-4.944651
2025-04-26 23:56:25.189978,3.400000,-0.227987,-4.337159,-0.226578,-4.871681
2025-04-26 23:56:25.238301,3.450000,-0.221508,-4.208482,-0.226782,-4.876126
2025-04-26 23:56:25.286324,3.500000,-0.236076,-4.497806,-0.224893,-4.834836
2025-04-26 23:56:25.437352,3.550000,-0.225114,-4.280113,-0.243793,-5.247992
